date,user,comment
25-11-2017T14:37:42,MidnightBlue78,:ctwokinds-nibsdance:
25-11-2017T14:37:50,BluePhantom90,:ctwokinds-nibsdance:
25-11-2017T14:39:53,NeonMitsumi,:cneonmitsumi-FluffKatColored:
25-11-2017T14:40:46,MidnightBlue78,hey guys :)
25-11-2017T14:40:50,BluePhantom90,hey
25-11-2017T14:40:54,NeonMitsumi,Heyyo
25-11-2017T14:41:06,MidnightBlue78,oh look! A Poofball!!! :D
25-11-2017T14:41:18,NeonMitsumi,Floof! &lt;3
25-11-2017T14:42:02,MidnightBlue78,too much cuteness
25-11-2017T14:42:28,BluePhantom90,was hoping tom would do the same with Flora and Trace. But since his hand hurt I understand
25-11-2017T14:43:12,NeonMitsumi,rolls eyes.
25-11-2017T14:53:15,JumpyLizard,Is the streaming today?
25-11-2017T14:53:57,BluePhantom90,should be. BUT Tom was sick on Friday. so we don't know if it will happen
25-11-2017T14:54:54,NeonMitsumi,"I mean, he did open idea submissions. However I am worried that he might end up in even worse condition after all of this."
25-11-2017T14:55:33,BluePhantom90,Well Its because he doesn't like to go out often.
25-11-2017T14:56:40,BluePhantom90,"If your cooped up in a house/room for so long and with no fresh air cycled though, or messed with other germs you will get sick real easy"
25-11-2017T14:56:45,JumpyLizard,"Well... Here it is 10 pm, so I  going to sleep.  Bye"
25-11-2017T14:56:56,MidnightBlue78,bye Jumpy
25-11-2017T14:57:00,NeonMitsumi,Don't forget his hand.
25-11-2017T14:57:02,BluePhantom90,night
25-11-2017T14:57:03,NeonMitsumi,Night Jumpy.
25-11-2017T14:57:42,MidnightBlue78,i prefer he gets well before attempting anything
25-11-2017T14:57:59,NeonMitsumi,Same. Health is the priority.
25-11-2017T14:59:51,BluePhantom90,"and that he needs something to exercise his hand. If you don't do that and continue doing art for a long time, you can get issues. Should buy Tom one. Like that one from Doctor Strange."
25-11-2017T15:25:50,Bgrmystr2,"Blue, you do know that's not true? Being cooped up in a house or room for a long period of time will not make you any more succeptable to germs or disease."
25-11-2017T15:25:57,Bgrmystr2,it's just blatantly fals.
25-11-2017T15:26:01,Bgrmystr2,"false, even"
25-11-2017T15:26:51,Bgrmystr2,"not good on a variety of other levels, sure"
25-11-2017T15:27:40,RichterApokalypse,Ніхто не клапоціцца
25-11-2017T15:29:23,Bgrmystr2,"moonrunes to you too, sir. :ptv-greetings:"
25-11-2017T15:36:12,NeonMitsumi,"Hello, Tom! Feeling any better today?"
25-11-2017T15:36:22,MidnightBlue78,Hi Tom!!!!:ctwokinds-nibsbounce:
25-11-2017T15:37:36,MidnightBlue78,How have you been?
25-11-2017T15:37:57,Twokinds,I have mono
25-11-2017T15:38:09,MidnightBlue78,Oh nooooo :(
25-11-2017T15:38:27,BluePhantom90,oh
25-11-2017T15:38:30,Combak,"Wait, really?"
25-11-2017T15:38:34,Combak,WTH...
25-11-2017T15:38:38,Combak,How'd you get mono?
25-11-2017T15:38:38,Twokinds,"But it's okay, I am feeling better."
25-11-2017T15:38:45,Twokinds,I will be streaming today.
25-11-2017T15:38:54,Twokinds,I'm just tired.
25-11-2017T15:39:07,MidnightBlue78,are you sure Tommy?
25-11-2017T15:39:19,Twokinds,"Yeah, i am in recovery"
25-11-2017T15:39:21,MarvTheHugPharaoh,"at any point if you ever feel like you need to stop, please feel free to do so"
25-11-2017T15:39:21,BluePhantom90,been kissing a girl tom?
25-11-2017T15:39:26,NeonMitsumi,Get well soon! &lt;3
25-11-2017T15:39:41,Twokinds,Ew that's gay
25-11-2017T15:39:47,MidnightBlue78,we all wish you a speedy and total recovery
25-11-2017T15:39:49,MarvTheHugPharaoh,XD
25-11-2017T15:39:54,MidnightBlue78,lol Tom
25-11-2017T15:39:56,BluePhantom90,Often called mono or kissing disease
25-11-2017T15:40:02,ThingsAreMoving,:ctwokinds-nibsdance:
25-11-2017T15:40:06,NeonMitsumi,Classic Tom.
25-11-2017T15:40:08,Twokinds,Kidding kidding
25-11-2017T15:40:23,MidnightBlue78,"yep, what have you been up to Tom xD"
25-11-2017T15:40:46,Twokinds,Sleeping
25-11-2017T15:40:47,Twokinds,Mostly
25-11-2017T15:40:50,MidnightBlue78,:ctwokinds-clovischuckle:
25-11-2017T15:41:03,Bgrmystr2,"Glad you're feeling better, honestly"
25-11-2017T15:41:04,MidnightBlue78,"Oh good, good"
25-11-2017T15:41:06,TorqueEmUp,always good to do
25-11-2017T15:41:13,Twokinds,Haven't really been feeling like doing much else
25-11-2017T15:41:15,BluePhantom90,opened your window for a bit Tom?
25-11-2017T15:41:22,Twokinds,"Unfortunately, I had to go visit family a lot this week too"
25-11-2017T15:41:28,Twokinds,Which is tiring
25-11-2017T15:41:39,MidnightBlue78,"yeah, that doesnt help much"
25-11-2017T15:41:46,NeonMitsumi,At least the week is finally over.
25-11-2017T15:42:13,MarvTheHugPharaoh,"yep, and for today you're stuck with us"
25-11-2017T15:42:22,BluePhantom90,"Join the military. You will know the meaning of ""Tired"" because you can find video's of soldiers sleeping anywhere and everywhere."
25-11-2017T15:42:22,NeonMitsumi,lol
25-11-2017T15:42:26,MidnightBlue78,that's the best part!!!!!
25-11-2017T15:42:41,MidnightBlue78,he gets to deal with us for hours
25-11-2017T15:42:47,MidnightBlue78,Isnt that great?
25-11-2017T15:42:51,TorqueEmUp,"stuck with us, for hours and hours and hours"
25-11-2017T15:42:51,Twokinds,I could not be in the military
25-11-2017T15:43:01,NeonMitsumi,"We don't want to deal with each other, lol"
25-11-2017T15:43:04,MidnightBlue78,"Btw, MARV!!!!!!:ctwokinds-sleepoverA:"
25-11-2017T15:43:05,Twokinds,I am a wuss.
25-11-2017T15:43:12,MarvTheHugPharaoh,MIDNIGHT!!!!!:ctwokinds-sleepoverB:
25-11-2017T15:43:20,NeonMitsumi,"Don't worry, Tom. We still love you."
25-11-2017T15:43:24,MidnightBlue78,i dont like military either
25-11-2017T15:43:31,BluePhantom90,Oh you would be Fine Tom. Its all a mind game
25-11-2017T15:43:39,MidnightBlue78,we dont judge you for that Tom
25-11-2017T15:43:50,MidnightBlue78,You're our wuss lol
25-11-2017T15:44:04,MidnightBlue78,:ctwokinds-NataniHAHA:
25-11-2017T15:44:11,NeonMitsumi,:cneonmitsumi-pffft:
25-11-2017T15:44:13,Twokinds,"I don't like bring around other people, and I feel like being in the military would require being around other people."
25-11-2017T15:44:26,Bgrmystr2,"quite a lot, yeah"
25-11-2017T15:44:28,MidnightBlue78,"yeah, absolutely"
25-11-2017T15:44:41,MidnightBlue78,and most of them you may not like at all
25-11-2017T15:44:57,Xexanoth,but they don't like you either so it evens out :P
25-11-2017T15:45:04,MidnightBlue78,"all kinds of different people, that are hard to deal with"
25-11-2017T15:45:13,BluePhantom90,But a brotherhood. People you know you can count on to help. Military is great for that. Just sucks when NCO's get involved because they are the ones that give you orders
25-11-2017T15:45:37,NeonMitsumi,lifts an eyebrow.
25-11-2017T15:45:40,Bgrmystr2,"It's just other people in general, Blue lol"
25-11-2017T15:46:15,BluePhantom90,Well the whole idea idea is. You can count on the person beside you to back you just as much the other can count on you.
25-11-2017T15:46:54,Xexanoth,until you stop being in the military and no one gives a fuck anymore
25-11-2017T15:47:18,BluePhantom90,"I mean We had some epic moments in life with a mother who was out of breath and just wanted to give up, We cheered and motivate her to keep going. Our squad got 1st place because of her."
25-11-2017T15:48:35,BluePhantom90,and yeah when you get out some people stop caring besides on Veterans day. you get free meals ^-^
25-11-2017T15:49:21,Xexanoth,and PTSD
25-11-2017T15:49:38,NeonMitsumi,"Already have that, thanks. I could use some free meals though."
25-11-2017T15:49:41,Bgrmystr2,"woosh, the point went flying past."
25-11-2017T15:49:50,NeonMitsumi,Ikr hahahaha
25-11-2017T15:51:01,MarvTheHugPharaoh,:ctwokinds-nibsdance:
25-11-2017T15:51:32,BluePhantom90,"Oh those that get PTSD are guys that couldn't handle being shot at or had tragic death of a friend. I got shot by Mortar and didn't get ""Shell shock"" hell one round landed behind me with dirt landing on my head"
25-11-2017T15:51:56,Wyvern088,hello all
25-11-2017T15:52:01,BluePhantom90,hey
25-11-2017T15:52:01,Combak,"Wow, now that makes you sound like an asshole."
25-11-2017T15:52:03,MarvTheHugPharaoh,HI Vern
25-11-2017T15:52:07,Xexanoth,"how nice for you, doesn't help other people though"
25-11-2017T15:52:07,Combak,Hi Wyvern.
25-11-2017T15:52:24,Wyvern088,hello all makes me sound like an asshole?
25-11-2017T15:52:25,BluePhantom90,People get PTSD in basic training... e-e I question that
25-11-2017T15:52:25,NeonMitsumi,Hey Wyv
25-11-2017T15:52:28,Xexanoth,"it's like saying ""Who needs glasses, I can see fine"""
25-11-2017T15:52:44,NeonMitsumi,^
25-11-2017T15:53:29,Wyvern088,....uh k? I've been here less than a minute and Im already confused
25-11-2017T15:53:30,BluePhantom90,I crawled around on the ground with M-240's shooting over my head and had no issues.
25-11-2017T15:53:39,Bgrmystr2,adjusts glasses :thinking:
25-11-2017T15:53:46,Combak,"@Wyvern088, I was talking about @BluePhantom90, not  you. Long message."
25-11-2017T15:54:00,NeonMitsumi,"@Wyvern088 Don't worry, the topic won't last much longer."
25-11-2017T15:54:07,BluePhantom90,lol
25-11-2017T15:54:17,BoxStealthFox,People's minds function differently. It depends on your cognition of things.
25-11-2017T15:54:25,NeonMitsumi,Heyyo Box
25-11-2017T15:54:25,unsteddyphoenix,yeah what the hell is blue ramblng about lol
25-11-2017T15:54:32,NeonMitsumi,And this guy
25-11-2017T15:54:34,BoxStealthFox,Hello Neon!
25-11-2017T15:54:36,MarvTheHugPharaoh,HI Unstebbel
25-11-2017T15:54:41,BrunoYcaro,hello people!
25-11-2017T15:54:42,Xexanoth,"speaking of Topic Changes, i finally figured out Nibbly, she's a spy send by Squirrel Girl, and thus cannot be defeated"
25-11-2017T15:54:47,MarvTheHugPharaoh,Hi Bruno
