date,user,comment
11-05-2020T00:00:44,AspiringNoodle,I still love how much of that movie was hand drawn
11-05-2020T00:00:53,AspiringNoodle,Like the bike / tunnel sequences
11-05-2020T00:01:04,Dadrobit,"IIRC, it was used during the bike sequences."
11-05-2020T00:01:12,Dadrobit,For background stuff.
11-05-2020T00:01:30,Dadrobit,"It was mentioned in the special features, haven't watched it in a few years."
11-05-2020T00:01:46,Dadrobit,Also one of the first to use computers to help record and mix music.
11-05-2020T00:04:19,AspiringNoodle,The one source I'm finding is saying that all backgrounds / light sources were hand-painted
11-05-2020T00:06:05,AspiringNoodle,"Riiiiiiiiiight, that's why I remember Akira as being special"
11-05-2020T00:06:39,AspiringNoodle,The whole film was done in 24 fps.  Every frame was animated.  And apparently some frames had as many as 8 or 9 layers
11-05-2020T00:30:01,Dadrobit,"Watching the special features, and yeah, they did use computer animations."
11-05-2020T00:33:04,AspiringNoodle,Theeeere we go
11-05-2020T00:34:16,AspiringNoodle,"""Computer-generated imagery was also used in the film, primarily to animate the pattern indicator used by Doctor Ōnish, but it was additionally used to plot the paths of falling objects, model parallax effects on backgrounds, and tweak lighting and lens"
11-05-2020T00:34:19,AspiringNoodle,"flares."""
11-05-2020T00:35:00,AspiringNoodle,I stand corrected :)
11-05-2020T00:35:33,AspiringNoodle,I'm going to bed early.  Night guys!
11-05-2020T00:35:44,Dadrobit,Have a good night.
11-05-2020T00:40:46,SpazztasticKiwi,there are no words for how hard it is to find good cosplay dresses
11-05-2020T01:04:30,JojoGD,:ptv-sleepy:
11-05-2020T03:19:52,TerraTheWizard,:ctwokinds-kingtea:
11-05-2020T03:46:58,TerraTheWizard,"ooh, new incentive"
11-05-2020T03:47:30,SpazztasticKiwi,I swear you’re only here for like 5 minutes with these time zones
11-05-2020T03:48:26,SpazztasticKiwi,I did the brilliant thing of downloading a new book at 2 am and just now got myself convinced it might be bedtime
11-05-2020T03:50:51,SpazztasticKiwi,poor Reni - those swimsuits would send me screaming but she looks like she’s frozen
11-05-2020T03:58:07,SpazztasticKiwi,Tom did you take a nap or are you sleep working
11-05-2020T03:58:15,Twokinds,:ctwokinds-RainezZz:
11-05-2020T03:59:07,SpazztasticKiwi,ok have fun Tombie
11-05-2020T03:59:22,SpazztasticKiwi,on second thought that doesn’t sound good
11-05-2020T04:00:20,TerraTheWizard,:ctwokinds-floraquestion:
11-05-2020T04:00:31,SpazztasticKiwi,Tom + zombie
11-05-2020T04:00:44,SpazztasticKiwi,didn’t come out as good as in my head
11-05-2020T04:00:45,TerraTheWizard,oh
11-05-2020T04:01:17,SpazztasticKiwi,you know this mother’s day had me thinking about Nibbly
11-05-2020T04:01:42,SpazztasticKiwi,we know little on her all things considered - I wonder if she knows her parents or if they’re alive
11-05-2020T04:03:57,SpazztasticKiwi,Nibbly family reunion - nothing but a room of squirrels
11-05-2020T04:11:05,Twokinds,:chipmunk::chipmunk::chipmunk::chipmunk::chipmunk::chipmunk:
11-05-2020T04:14:34,TerraTheWizard,:ctwokinds-nibrun::ctwokinds-nibrun::ctwokinds-nibrun:
11-05-2020T04:17:13,SpazztasticKiwi,she walks and and it’s “who are you people?!”
11-05-2020T04:17:28,SpazztasticKiwi,just like anyone at a family reunion
11-05-2020T04:17:55,SpazztasticKiwi,always that one in the corner with the devil kid
11-05-2020T04:17:58,SpazztasticKiwi,or two
11-05-2020T04:44:38,SpazztasticKiwi,🛌
11-05-2020T09:04:05,JojoGD,☕️ 🐿
11-05-2020T09:37:37,CrRAR,:sunrise::ccrrar-chipr:
11-05-2020T09:45:06,CrRAR,:shower:
11-05-2020T09:45:09,CrRAR,:ctwokinds-nibsbounce:
