date,user,comment
06-06-2020T00:27:08,AspiringNoodle,"Fun fact about squirrels, they're paranoid little nut hoarders"
06-06-2020T00:27:19,AspiringNoodle,But they're so stupid that they forget where they hide most of their nuts :ptv-laugh:
06-06-2020T00:41:29,AspiringNoodle,Forgot to mention: These little dum-dums are still pretty useful
06-06-2020T00:41:40,AspiringNoodle,The nuts they forget about are likely to become new trees!
06-06-2020T00:45:41,SpazztasticKiwi,so that’s where you came from
06-06-2020T00:50:18,AspiringNoodle,Ey?!
06-06-2020T00:50:22,AspiringNoodle,Ehhhh*
06-06-2020T01:02:34,SpazztasticKiwi,OOOOOOOOORRRRRRRRDDDDDDDD
06-06-2020T01:02:44,RimaDraws,>>
06-06-2020T01:02:53,Ordithus,:ctwokinds-clovisgirl_shake:
06-06-2020T01:02:56,AspiringNoodle,Hi Rima
06-06-2020T01:02:59,AspiringNoodle,*boops ord*
06-06-2020T01:03:03,AspiringNoodle,:ptv-hearts:
06-06-2020T01:03:18,Ordithus,:ctwokinds-florademon: hi
06-06-2020T01:03:42,AspiringNoodle,swervy kitty
06-06-2020T01:03:49,RimaDraws,hi
06-06-2020T01:03:51,RimaDraws,o.o
06-06-2020T01:14:28,Ordithus,night
06-06-2020T01:19:18,RimaDraws,night ord
06-06-2020T01:51:40,AspiringNoodle,"Oi, Rima!"
06-06-2020T01:55:40,RimaDraws,hi
06-06-2020T02:15:58,AspiringNoodle,This week was fun :D
06-06-2020T02:16:05,AspiringNoodle,And by that I mean I was right and it SUCKED
06-06-2020T05:36:04,TerraTheWizard,:ctwokinds-natsducky:
06-06-2020T08:59:41,Dadrobit,"Sage, I am 99.999% certain I have Reaper working through OBS to act as a loopback machine to connect to Discord to sucessfully act as a voice modulator!"
06-06-2020T09:00:13,Dadrobit,Hit me up later when you and I are both awake so I can do a quick test over chat to verify.
06-06-2020T09:00:27,Dadrobit,Now is time for a nap though.
06-06-2020T10:39:07,Ordithus,:ctwokinds-kingtea:
06-06-2020T10:55:15,JojoGD,I was able to complete 1/5 of bloodbath 52% to 72%
06-06-2020T11:22:06,Zakuru,afternoon folks
06-06-2020T11:45:43,TerraTheWizard,:ctwokinds-rainehappy:
06-06-2020T11:48:10,Zakuru,hi terra :3
06-06-2020T12:15:40,RimaDraws,i wont be here today because i have to sleep for night shift
06-06-2020T12:20:40,AspiringNoodle,"Just woke up and now that I'm less pissed off, considering finally typing up 3-weeks notice :)"
06-06-2020T12:21:25,RimaDraws,oh?
06-06-2020T12:21:36,AspiringNoodle,"But first, a shower"
06-06-2020T12:22:28,RimaDraws,yay showers are good
06-06-2020T12:32:36,AspiringNoodle,Back
06-06-2020T12:32:48,AspiringNoodle,So this was the first week that the station is closing at midnight now
06-06-2020T12:33:21,AspiringNoodle,"And I call bullsheet because the new closing hours were announced less than a week in advance, and 2nd shift was effectively told to suck it up"
06-06-2020T12:34:00,AspiringNoodle,My one coworker who is way more aggressive on such matters talked with the manager because she was given no notice of a change in her hours
06-06-2020T12:34:13,AspiringNoodle,She had to call the store to find out that she'd be in here until past midnight to close up shop
06-06-2020T12:34:45,AspiringNoodle,Several problems with this whole arrangement.
06-06-2020T12:35:10,AspiringNoodle,"1) She lives an hour away, so the soonest she'd get home is probably 1:30"
06-06-2020T12:35:52,AspiringNoodle,"2) She has a small child at home.  And while she is currently living with her mother, her mother is more or less getting ready for work at the same time she's coming home, so there's a potential for her small child to be home alone at 2 in the morning"
06-06-2020T12:37:13,AspiringNoodle,"3) When we were closing the store at 10, one person from second would be running the store solo for an hour, with half an hour to close up.  That is now 3 hours solo followed by half-hour close"
06-06-2020T12:37:59,AspiringNoodle,"4)  The hour change is because the store wants to go back to 24/7, but we have no people willing or able to work overnight.  So these hours will be going on until whenever we can fill the overnight position."
06-06-2020T12:38:17,AspiringNoodle,#WallOfText
06-06-2020T12:41:35,AspiringNoodle,I apologize for all the eyes I have destroyed today ._.
06-06-2020T12:44:22,TerraTheWizard,hmm
06-06-2020T12:46:19,RimaDraws,hi terra
06-06-2020T12:48:32,AspiringNoodle,*boops the terra*
06-06-2020T12:48:43,AspiringNoodle,Pensive Terra is pensive
06-06-2020T13:39:02,RimaDraws,well i tried this new recipe out and it is so good
06-06-2020T13:50:58,AspiringNoodle,Would it be Mirage's porkchops?
06-06-2020T13:51:24,AspiringNoodle,...DANGIT.  Now I'm remember the porkchops I talked about just to screw with my teammates a week ago xD
06-06-2020T13:59:54,RimaDraws,no its keto mac n cheese
06-06-2020T13:59:59,RimaDraws,but with cauliflower
06-06-2020T14:08:23,TerraTheWizard,:ctwokinds-RainezZz:
06-06-2020T14:10:29,Zakuru,bed time?
06-06-2020T14:18:44,AlphaWolf85,When does the stream start again. How many hours\minutes
06-06-2020T14:19:49,InTheLionsDen,In theory about 40 minutes from now but that would depend on if Tom has woken up yet.
06-06-2020T14:20:09,AlphaWolf85,Ok thx
06-06-2020T14:20:20,SpazztasticKiwi,I’ll take a shot in the dark and say it’ll happen if Tom wakes up in the next few
06-06-2020T14:21:27,SpazztasticKiwi,likely delayed
06-06-2020T14:22:03,AlphaWolf85,I m in a different time zone (europe) thats why
06-06-2020T14:23:08,AlphaWolf85,Its already dark 9 23pm
06-06-2020T14:25:48,jirka,Hi Everyone 21:25 pm
06-06-2020T14:30:22,BlazingFoxSpirit,3:30pm
06-06-2020T14:36:22,jirka,The time zone from Europe is 6 hours to the west
06-06-2020T14:38:46,AspiringNoodle,Tom sometimes streams an hour late
06-06-2020T14:38:53,AspiringNoodle,#InsomniacMasterRace
06-06-2020T14:40:25,jirka,That's right.
06-06-2020T14:47:00,johnnytho,Let the man sleep
06-06-2020T14:47:15,johnnytho,Its not even time yet
06-06-2020T14:48:27,SpazztasticKiwi,they did have dnd last boght
06-06-2020T14:48:31,SpazztasticKiwi,night
06-06-2020T14:55:33,NotNuhteneye,he'll be fashionably late
06-06-2020T14:59:08,Brocade,hi everyone
06-06-2020T15:00:23,Roughlandin,"Afternoon, all!"
06-06-2020T15:00:40,BadFoMo,Yo.
06-06-2020T15:00:47,MarvTheHugPharaoh,:wave::wolf:
06-06-2020T15:01:08,jirka,:wave::wave::wink:
06-06-2020T15:01:25,Sammit,Hi everybody
06-06-2020T15:01:57,AlphaWolf85,Hi
06-06-2020T15:02:42,Roughlandin,Hopefully stream behaves for me tonight. I'm using my crudtastic laptop because I'm house/dog sitting for friends this weekend
06-06-2020T15:03:18,Snowmanwizard,hello all
06-06-2020T15:03:26,AspiringNoodle,"Woo, strem!"
06-06-2020T15:03:36,TheFriendlyDeathclaw,Strim Time <3
06-06-2020T15:03:49,AspiringNoodle,I tabbed in literally 1 second before it started :ptv-laugh:
06-06-2020T15:03:52,Roughlandin,Strim stort!
06-06-2020T15:03:53,AspiringNoodle,#PerfectTiming
06-06-2020T15:04:00,BadFoMo,We're on time-ish?!
06-06-2020T15:04:09,Azumachan,:ptv-sneakysmirk:
06-06-2020T15:04:11,AspiringNoodle,FoMo's right
