date,user,comment
02-05-2018T00:01:06,TheBeckoner,secretly his hair fans out into a protective shade
02-05-2018T00:01:34,SpazztasticKiwi,Now I’m just imagining a frilled lizard
02-05-2018T00:03:05,TheBeckoner,I was thinking some sort of hair umbrella
02-05-2018T00:03:06,Vatruvius,Hello people! :ptv-greetings:
02-05-2018T00:03:08,TheBeckoner,less uhh
02-05-2018T00:03:14,TheBeckoner,reptilian?
02-05-2018T00:03:23,TheBeckoner,Hey VAt
02-05-2018T00:03:27,TheBeckoner,smol a
02-05-2018T00:04:28,SpazztasticKiwi,Hey Vat. We’re talking about Tom’s hair and how it protects him as he mows the lawn as he said he did so this morning
02-05-2018T00:04:49,Bgrmystr2,Staying inside doesn't really make you pale. I'm a perfect example of that not being true.
02-05-2018T00:05:01,Vatruvius,"Don't think that is how hair works, and good for Tom to get some sunshine."
02-05-2018T00:05:15,TheBeckoner,you downer
02-05-2018T00:05:23,TheBeckoner,course it works that way
02-05-2018T00:05:25,Bgrmystr2,"going outside for too long, however, does tend to make your skin darker and give you sunburns lol"
02-05-2018T00:05:33,SpazztasticKiwi,There are those with a natural tan
02-05-2018T00:05:47,Bgrmystr2,"that's not natural, it's from being in the sun"
02-05-2018T00:05:51,Bgrmystr2,xD
02-05-2018T00:06:06,Bgrmystr2,it's totally the opposite of what people commonly accept
02-05-2018T00:07:51,TheBeckoner,I tan pretty easy
02-05-2018T00:07:55,TheBeckoner,heck
02-05-2018T00:07:59,SpazztasticKiwi,"To be fair, he likely tied his hair back"
02-05-2018T00:08:07,TheBeckoner,"my ""sunburn"" tans lol"
02-05-2018T00:08:31,SpazztasticKiwi,"I tan ok, but it’s hard to tan evenly with a top and bottom on"
02-05-2018T00:09:08,TheBeckoner,be naked
02-05-2018T00:09:10,TheBeckoner,easy
02-05-2018T00:09:25,TheBeckoner,or lose concern fo boob hiding
02-05-2018T00:09:27,SpazztasticKiwi,And scare off the wildlife?
02-05-2018T00:09:28,TheBeckoner,for*
02-05-2018T00:09:32,TheBeckoner,hah
02-05-2018T00:09:49,Vatruvius,That is what my sister does sometimes. But that is easy to do when you live in a forest with many trees between you and neighbors.
02-05-2018T00:09:49,SpazztasticKiwi,"Also, topless sunbathing is unwise in public"
02-05-2018T00:09:59,TheBeckoner,yeah
02-05-2018T00:10:02,TheBeckoner,I would think
02-05-2018T00:10:09,unsteddyphoenix,Not in Europe
02-05-2018T00:10:10,TheBeckoner,we have  a pond so Im good
02-05-2018T00:10:16,SpazztasticKiwi,"On your stomach, someone can steal your top out from under you"
02-05-2018T00:10:23,Vatruvius,Just sun bath at a nude beach.
02-05-2018T00:10:25,TheBeckoner,You and ur naked folk Phoenix
02-05-2018T00:10:32,SpazztasticKiwi,We don’t have those
02-05-2018T00:10:42,TheBeckoner,Not in the south no
02-05-2018T00:10:47,Bgrmystr2,"haha beck, that's just funny to read"
02-05-2018T00:11:07,TheBeckoner,lol Phoenix is a naked folk
02-05-2018T00:11:09,TheBeckoner,I bet
02-05-2018T00:11:16,unsteddyphoenix,Lmao do people actually do that
02-05-2018T00:11:22,unsteddyphoenix,jenga your top from under you
02-05-2018T00:11:30,unsteddyphoenix,Thats so annoying
02-05-2018T00:11:32,TheBeckoner,ha
02-05-2018T00:11:36,TheBeckoner,"""jenga"""
02-05-2018T00:11:47,SpazztasticKiwi,Some teens will. To get a chance to see boobs
02-05-2018T00:12:11,TheBeckoner,Become male and enjoy the male privilege of enjoying boob but not having boob
02-05-2018T00:12:34,SpazztasticKiwi,Unfortunately I can’t just grow a twig and berries
02-05-2018T00:12:40,Vatruvius,Wow...that is rather low.
02-05-2018T00:12:41,TheBeckoner,easy
02-05-2018T00:12:43,unsteddyphoenix,:T
02-05-2018T00:12:48,TheBeckoner,*cut off boob
02-05-2018T00:12:54,TheBeckoner,*plant nipple
02-05-2018T00:12:58,TheBeckoner,*done
02-05-2018T00:13:11,Vatruvius,Technically we men just grew a twig and berries from what would have been female reproductive organs.
02-05-2018T00:13:23,TheBeckoner,See Kiwi
02-05-2018T00:13:27,TheBeckoner,anything can happen
02-05-2018T00:13:49,SpazztasticKiwi,But I’m not in the womb. My chromosomes are already set as XX
02-05-2018T00:14:19,SpazztasticKiwi,I’ve seen some people describe it as “your vagina falls out”
02-05-2018T00:14:37,Vatruvius,"Just sign up for genetic testing, we are bound to be close to switch the sex of an individual through their genes."
02-05-2018T00:14:49,Bgrmystr2,"xD Kiwi, I don't think those people know how bodies work."
02-05-2018T00:14:51,Vatruvius,Not even close but okay.
02-05-2018T00:14:51,Bgrmystr2,"like, at all."
02-05-2018T00:15:37,SpazztasticKiwi,"I like my boobs. As much as I’d like to go shirtless sometimes, boobs are too great to give up"
02-05-2018T00:15:53,TheBeckoner,How do they benefit?
02-05-2018T00:15:56,TheBeckoner,jw
02-05-2018T00:16:02,SpazztasticKiwi,I can touch boobs whenever I want and not get in trouble for it
02-05-2018T00:16:09,TheBeckoner,true
02-05-2018T00:16:15,unsteddyphoenix,good for filling out dresses
02-05-2018T00:16:23,unsteddyphoenix,https://imgur.com/IcNgyoK
02-05-2018T00:16:29,SpazztasticKiwi,I don’t but thanks for the vote of confidence
02-05-2018T00:16:52,TheBeckoner,Awwwwwwww
02-05-2018T00:16:56,TheBeckoner,many cutes
02-05-2018T00:17:01,unsteddyphoenix,Better than nothing~
02-05-2018T00:17:10,unsteddyphoenix,relatable catte
02-05-2018T00:17:11,TheBeckoner,Im glad to see that the son was returned
02-05-2018T00:17:21,SpazztasticKiwi,I want to snuggle the cute
02-05-2018T00:18:05,SpazztasticKiwi,"Though on the subject of boobs and kittens, the kitten I have currently likes to curl up on my chest"
02-05-2018T00:18:35,unsteddyphoenix,Those are two great topics
02-05-2018T00:18:55,unsteddyphoenix,"And hey, another use for bobs"
02-05-2018T00:19:05,TheBeckoner,Im off to get saturated and shirtless
02-05-2018T00:19:18,TheBeckoner,I'll be back I think
02-05-2018T00:19:27,unsteddyphoenix,saturate your fat
02-05-2018T00:22:48,Vatruvius,What is a bobs unsteddy? :ptv-tease:
02-05-2018T00:23:38,SpazztasticKiwi,Small boobs
02-05-2018T00:24:11,Vatruvius,So Flora has bobs?
02-05-2018T00:24:27,Vatruvius,While Kat and Natani have boobs.
