date,user,comment
20-11-2018T00:24:48,FuryFaZeFurry,https://www.youtube.com/channel/UCqK-W6q2VwG3w8B-i-sK-cw
20-11-2018T00:27:06,SpazztasticKiwi,Niceness. Practice makes perfect
20-11-2018T00:27:26,SpazztasticKiwi,Or at least it gets you closer and closer
20-11-2018T00:29:35,SpazztasticKiwi,"Tom, is catto still on beddo?"
20-11-2018T00:31:05,RimaDraws,well finally found the flora sketch i did
20-11-2018T00:31:12,Twokinds,Yes
20-11-2018T00:31:32,Bgrmystr2,so disappointed.
20-11-2018T00:32:05,Twokinds,I tries to shoo her off but she didn't listen.
20-11-2018T00:33:01,RimaDraws,mine tries to bother me at night when i sleep
20-11-2018T00:34:20,Bgrmystr2,cat so used to getting exactly what it wants and not being bothered xD
20-11-2018T00:34:57,Dadrobit,As is tradition.
20-11-2018T00:35:18,RimaDraws,mhmm
20-11-2018T00:35:36,Bgrmystr2,I don't get the big fuss
20-11-2018T00:36:32,Bgrmystr2,just pick up the fuzzball and put them in their bed. I've done it before.
20-11-2018T00:36:46,RimaDraws,because when you're trying to sleep and the cat won't sit still its hard to sleep
20-11-2018T00:36:58,Bgrmystr2,"well, tom's not trying to sleep so"
20-11-2018T00:37:06,RimaDraws,sorry
20-11-2018T00:37:08,Bgrmystr2,atm that thankfully doesn't apply quite yet
20-11-2018T00:38:00,Bgrmystr2,"it wouldn't bother me any, having something warm and fuzzy in my bed wouldn't kill me overnight"
20-11-2018T00:38:14,Bgrmystr2,but I've never had a problem moving em either
20-11-2018T00:38:25,RimaDraws,my kitty finally sleeps near my feet or close to my chest when he gets comfy
20-11-2018T00:39:26,RimaDraws,right now he's on the couch with me just laying down
20-11-2018T00:40:09,unsteddyphoenix,So cozy~
20-11-2018T00:40:21,Twokinds,She's off! I'm going to take my shot and go to bed
20-11-2018T00:40:23,RimaDraws,he's just purring
20-11-2018T00:40:24,Twokinds,G'night!
20-11-2018T00:40:27,RimaDraws,night tom
20-11-2018T00:40:34,unsteddyphoenix,Aww you shouldve just slept around her
20-11-2018T00:40:37,unsteddyphoenix,gnight
20-11-2018T00:40:47,Bgrmystr2,lol goodnight tom
20-11-2018T00:41:10,SpazztasticKiwi,Night Tom
20-11-2018T00:41:12,RimaDraws,i would have just picked her up and laid her with me
20-11-2018T00:41:16,Bgrmystr2,hope the cat hair doesn't mess with you overnight
20-11-2018T00:41:33,SpazztasticKiwi,Just popped back in to say I’ll be off to in maybe 10 or so
20-11-2018T00:41:38,SpazztasticKiwi,too
20-11-2018T00:42:16,RimaDraws,me and qrow are about to go to bed too. he's got a set bedtime with me
20-11-2018T00:43:42,SpazztasticKiwi,It’s going down to 30 tonight so Bagheera probably gonna be close tonight
20-11-2018T00:45:09,SpazztasticKiwi,Though he’s already gone to bed technically. Lil loaf of snoozing fur
20-11-2018T00:51:11,RimaDraws,black fur lol
20-11-2018T00:53:05,unsteddyphoenix,Sounds extremely comfy
20-11-2018T00:53:25,RimaDraws,mine just let a poof of gas and im just no
20-11-2018T00:54:18,unsteddyphoenix,no cats dont do that
20-11-2018T00:54:52,RimaDraws,this one does
20-11-2018T00:56:48,RimaDraws,he is terrible
20-11-2018T00:57:45,unsteddyphoenix,Im sure he's a goode boy
20-11-2018T00:59:02,RimaDraws,he is when he wants to be. lol
20-11-2018T00:59:10,RimaDraws,he is too curious for his own good
20-11-2018T01:00:52,unsteddyphoenix,You know what they say
20-11-2018T01:01:03,unsteddyphoenix,Curiosity was perfectly healthy for the cat and everything was fine
20-11-2018T01:01:10,RimaDraws,yesh
20-11-2018T01:04:00,SpazztasticKiwi,I’m 🛌💤💤
20-11-2018T01:04:27,SpazztasticKiwi,Night folks. Lurkers
20-11-2018T01:04:31,SpazztasticKiwi,Creepers
20-11-2018T01:04:34,SpazztasticKiwi,And Tom
20-11-2018T01:04:49,RimaDraws,oh lord i just scared my cat and his tail poofed
20-11-2018T01:04:55,unsteddyphoenix,:O
