date,user,comment
21-01-2018T00:00:10,TheBeckoner,"Welp I definitely missed the end of the stream, but thanks anyway for streaming Tom ^-^"
21-01-2018T00:14:58,Twokinds,You're welcome! :)
21-01-2018T00:36:29,Dadrobit,"Heading to bed I think, long day tomorrow. Have a good one y'all!"
21-01-2018T00:57:46,TheBeckoner,Sleep well Robit.
21-01-2018T01:00:40,iliar,Well... Picarto did not create stream record...
21-01-2018T01:17:26,Twokinds,Yeah :(
21-01-2018T05:18:29,BadFoMo,@iliar ...But your Bot did!
21-01-2018T05:28:24,iliar,"Yeah. But when Picarto create stream record, the record is uploading on youtube automatically. When I wake up records already uploaded and processed by YouTube. I needed just press ""publish"". Bot's records will be needed processed manualy."
21-01-2018T05:29:30,Bgrmystr2,"but you did get it, yeah? :o"
21-01-2018T05:34:29,iliar,Yes. You can see it on this channel https://www.youtube.com/c/TwoKindsStreams
21-01-2018T05:37:35,Bgrmystr2,cheers :thumbsup:
21-01-2018T11:00:06,ComicLuke,Hello darkness my old friend))
21-01-2018T11:17:10,PhilTheIdle,"Yey, Simon and Garfunkel for the win!"
21-01-2018T16:05:29,Mysterym,I think i was a day off. -_-
21-01-2018T16:44:47,Bgrmystr2,"a day off for what? The stream? The ones on Wed, Fri, and Sun?"
21-01-2018T16:45:13,Bgrmystr2,"you missed streams on Thurs, Fri, Sat morning, and Sun lol"
21-01-2018T16:45:46,Bgrmystr2,slightly abnormal week
21-01-2018T18:28:12,Zakuru,harro lads I'm early today
21-01-2018T19:03:49,qwe304,tom said friday that he'd finish a particular piece on monday (today) has there been any confirmation hes streaming today?
21-01-2018T19:15:34,Zakuru,Idk right now but yeah your right
21-01-2018T19:15:46,Zakuru,he'd say he'd do azuma's flora hillside sketch
21-01-2018T19:27:46,Bgrmystr2,"no he did not Qwe, he said he was taking a break today."
21-01-2018T19:27:54,Bgrmystr2,and he would be streaming on Tues.
21-01-2018T19:28:23,Bgrmystr2,"that was said yesterday, after the stream was over."
21-01-2018T19:28:40,Bgrmystr2,:u
21-01-2018T19:29:20,Zakuru,oh yeah i
21-01-2018T19:29:23,Zakuru,wasnt there
21-01-2018T19:29:26,Zakuru,well thanks bgr :3
21-01-2018T19:30:13,Bgrmystr2,:thumbsup:
21-01-2018T19:30:23,Bgrmystr2,"should be back Tues for that Nora card, most likely"
21-01-2018T19:30:31,Bgrmystr2,and then Wed for the comic..
21-01-2018T19:30:35,Bgrmystr2,probably.
21-01-2018T19:30:49,Bgrmystr2,Tis what I figure the most likely shedule for this week is
21-01-2018T20:05:34,TheBeckoner,"Yeah, he did say tuesday."
21-01-2018T20:07:59,Kinipshun,"just stopping by, to say a quick hi"
21-01-2018T20:08:18,TheBeckoner,"Dont hi too fast, you'll get light headed."
21-01-2018T20:12:04,Bgrmystr2,":ptv-sneakysmirk: Side effects may include dizzyness, loss of breath, and weakness. DoNotTakeHiIfYouArePregnantOrRecentlyHadSurgery.ThisIsNotSponsoredByTheMedicalAccociationOfTheTemplar."
21-01-2018T20:12:49,TheBeckoner,lol
21-01-2018T20:16:37,Kinipshun,hiing may cause sudden death in patients who experience frequent diarrhea
21-01-2018T20:21:36,Kinipshun,"wolf and dog keidran living in close proximity to templar towers report much more frequent occurrences of diarrhea, so use extra caution when hiing"
21-01-2018T21:49:15,Twokinds,:ptv-sneakysmirk::ptv-sneakysmirk::ptv-sneakysmirk:
21-01-2018T22:28:24,MoonDance,hello
21-01-2018T22:39:11,TheBeckoner,We do this now I think? :ptv-sneakysmirk:
