date,user,comment
21-08-2018T00:51:34,SpazztasticKiwi,Good news is I’ve sort of figured out the contour part but the God forsaken beard is what’s irritating me
21-08-2018T00:53:33,SpazztasticKiwi,Ignore that
21-08-2018T02:42:23,TheBeckoner,well Im sure im missing context but I'd find it interesting if you'd grow a beard.
21-08-2018T02:42:32,TheBeckoner,grown*
21-08-2018T03:30:04,Dadrobit,First time beards do tend to leave the user(s) with a bit of irritation.
21-08-2018T03:39:24,TheBeckoner,Thats why I give up before I get there
21-08-2018T03:49:38,SpazztasticKiwi,Fake beard. If you really want to know - I’ve been practicing cross dress makeup
21-08-2018T03:50:07,SpazztasticKiwi,I don’t figure any of you would want to talk makeup
21-08-2018T03:51:30,Bgrmystr2,"I look at my face in the mirror.. say ""Feh, good enough"""
21-08-2018T03:51:41,Bgrmystr2,and don't pay a cent in makeup
21-08-2018T03:51:43,Bgrmystr2,:)
21-08-2018T04:12:19,TheBeckoner,mmh yeah never dealt with makeup
21-08-2018T04:26:08,Dadrobit,I buy expensive body wash if that counts?
21-08-2018T04:28:04,Bgrmystr2,"hmm, I'd say no"
21-08-2018T04:33:38,SpazztasticKiwi,Only if it’s more like body shimmer spray
21-08-2018T04:33:51,SpazztasticKiwi,"If it washes off and is soap, no"
21-08-2018T04:34:12,unsteddyphoenix,is there glitter bodywash
21-08-2018T04:34:19,Bgrmystr2,probably.
21-08-2018T04:34:19,unsteddyphoenix,That's a million dollar idea
21-08-2018T04:35:14,Bgrmystr2,https://www.walmart.com/ip/Tone-Body-Wash-Radiant-Glow-16-Ounce/43372543 this exists
21-08-2018T04:35:19,Bgrmystr2,so technically.....
21-08-2018T04:35:32,Bgrmystr2,I guess it's possible
21-08-2018T04:35:41,unsteddyphoenix,confirmed makeup bodywash
21-08-2018T04:36:10,Bgrmystr2,haha
21-08-2018T04:39:32,SpazztasticKiwi,"Most of it washes off, but if you take morning showers, you’d have a bit of glitter on you for the day"
21-08-2018T04:40:20,unsteddyphoenix,sounds f a b u l o u s
21-08-2018T04:42:32,Dadrobit,"Hmmm, I think I'll stick to smelling like the man your man could smell like."
21-08-2018T04:42:42,Bgrmystr2,hahaha
21-08-2018T04:42:55,Bgrmystr2,10/10 Dadro is now diamonds
21-08-2018T04:53:57,SpazztasticKiwi,What man? I have no man. What that tells me is you smell like nothing
21-08-2018T05:02:23,Bgrmystr2,:fire:
21-08-2018T05:05:26,SpazztasticKiwi,"Anyway, I’m off so goodnight :ctwokinds-natanisleep:"
21-08-2018T13:03:57,Twokinds,Goooooooooooooooooooooooooooooooooooooooooooooooooooooooooood morning!!! :ctwokinds-nibsdance:
21-08-2018T13:07:08,iliar,"Good morning, Tom. How are you?"
21-08-2018T13:12:28,Twokinds,Good
21-08-2018T13:12:44,Twokinds,Just woke up. Working on Nora Cards.
21-08-2018T13:19:03,iliar,I'm glad to hear that. I have not seen for a long time Azuma's Nora Cards. Is he still a Nora Card holder?
21-08-2018T13:37:41,Xexanoth,"well, you manage to write a ""good"" so long it fucks up the chat lol"
21-08-2018T13:38:23,Xexanoth,picarto being drunk as usual...
21-08-2018T14:07:26,SpazztasticKiwi,Ew. Early morning enthusiasm
21-08-2018T14:08:05,SpazztasticKiwi,At least someone’s bushy-tailed and at em today though
21-08-2018T14:10:14,SpazztasticKiwi,:ctwokinds-nibsdance: have all the fun with the Nora cards
21-08-2018T15:48:10,Bgrmystr2,I just woke up
21-08-2018T15:48:19,Bgrmystr2,"if it was sunday, I'd be late for the stream"
21-08-2018T15:48:22,Bgrmystr2,"thankfully, it's not sunday"
21-08-2018T15:51:02,Twokinds,It is sunday
21-08-2018T15:51:10,Twokinds,You slept in way more than you thought
21-08-2018T15:52:04,Bgrmystr2,:ptv-shock:
21-08-2018T15:52:20,Bgrmystr2,you're not streaming though. I have my doubts. :ptv-unimpressed:
21-08-2018T15:52:43,Bgrmystr2,"also, 11 users at almost 5pm eastern on Sun? lolok"
21-08-2018T15:54:24,Bgrmystr2,Ⓧ Doubt
21-08-2018T15:54:55,iliar,Yeah. Today is Saturday.
21-08-2018T15:55:10,iliar,22 August.
21-08-2018T15:55:21,iliar,2037 year
21-08-2018T15:55:53,Bgrmystr2,O-oh
21-08-2018T15:56:00,Bgrmystr2,is twokinds finished then?
21-08-2018T15:56:11,Bgrmystr2,close to it..?
21-08-2018T15:56:17,Bgrmystr2,...only halfway done?
21-08-2018T15:56:26,iliar,But do not worry. You did not miss anything important. Flora is still pregnant.
21-08-2018T15:56:44,Bgrmystr2,k
21-08-2018T15:56:55,Bgrmystr2,she must be a blimp by now..
21-08-2018T16:05:08,TorqueEmUp,Tubby tiger tubby tiger!
21-08-2018T16:17:55,SpazztasticKiwi,“You got a bun in the oven?”
21-08-2018T16:18:05,SpazztasticKiwi,“No - four yeast rolls”
21-08-2018T16:26:07,SpazztasticKiwi,And I admire the person that can sleep from early Tuesday to mid-Sunday
21-08-2018T16:27:45,Twokinds,Pretty sure that's a coma at that point
21-08-2018T16:44:44,SpazztasticKiwi,Well if you wanna split hairs....
21-08-2018T16:46:01,SpazztasticKiwi,"Speaking of splitting hairs, and I know this is an odd and off the wall question, but would you guys consider that toothpaste is tooth soap?"
21-08-2018T16:53:42,Dadrobit,Not realy considering that they make literal tooth soap.
21-08-2018T17:30:06,SpazztasticKiwi,You mean that charcoal stuff
21-08-2018T18:32:21,unsteddyphoenix,What...use does tooth soap have
