date,user,comment
27-12-2021T00:00:18,w0lfmare,But I think lately I've probably been making more dense pages
27-12-2021T00:00:57,Twokinds,It's so dense. Every single image has so many things going on.
27-12-2021T00:01:50,CrRAR,and the Katdog war wages on :eyes: 
27-12-2021T00:02:21,w0lfmare,"This break will be very brief, unfortunately XD"
27-12-2021T00:02:46,InTheLionsDen,:ctwokinds-dancekat_xmas:
27-12-2021T00:02:57,CrRAR,:ctwokinds-danceflo_xmas:
27-12-2021T00:03:15,CrRAR,nibbs to the rescue?
27-12-2021T00:03:20,CrRAR,oh no lol
27-12-2021T00:03:20,KeefMcDerpface,aww
27-12-2021T00:03:25,w0lfmare,:cw0lfmare-EmberShock:
27-12-2021T00:03:28,KeefMcDerpface,:chipmunk:
27-12-2021T00:03:39,w0lfmare,"Don't do it, Tom!"
27-12-2021T00:03:46,CrRAR,"be afraid, be very afraid"
27-12-2021T00:03:48,KeefMcDerpface,omg Flora's eyes.
27-12-2021T00:03:49,CrRAR,:ctwokinds-floAAA_xmas:
27-12-2021T00:03:52,w0lfmare,:cw0lfmare-EmberHide:
27-12-2021T00:03:57,steelabjur,Nibs to the nab (not the rescue)!
27-12-2021T00:04:27,InTheLionsDen,Flora knows the danger of the magic mistletoe 
27-12-2021T00:04:57,InTheLionsDen,Unlimited power
27-12-2021T00:05:04,CrRAR,"1st stop FloraKat, 2nd stop wherever Sythe and Maren happen to be"
27-12-2021T00:05:22,KeefMcDerpface,On the couch?
27-12-2021T00:05:36,BadFoMo,Kathrin: Nibbly is here! She's save us! (Nibbly jumps between them and curls up into a ball and takes a nap.) Flora: Or not...
27-12-2021T00:05:46,CrRAR,haha
27-12-2021T00:05:54,KeefMcDerpface,lol
27-12-2021T00:05:58,KeefMcDerpface,:ptv-excited:
27-12-2021T00:06:09,CrRAR,maybe Nibbs ALREADY been through here
27-12-2021T00:06:11,KeefMcDerpface,:ptv-ohmy:
27-12-2021T00:06:41,CrRAR,d'awwww
27-12-2021T00:06:43,KeefMcDerpface,:ptv-excited:
27-12-2021T00:06:54,KeefMcDerpface,luck bear
27-12-2021T00:07:09,CrRAR,love the bright eyes energy~
27-12-2021T00:07:28,CrRAR,so aglow
27-12-2021T00:07:58,KeefMcDerpface,Snowman!
27-12-2021T00:08:01,KeefMcDerpface,:ptv-excited:
27-12-2021T00:08:11,CrRAR,"""hurhurdrr"""
27-12-2021T00:08:19,Twokinds,That's a wrap
27-12-2021T00:08:26,KeefMcDerpface,okay Tom
27-12-2021T00:08:26,CrRAR,:gift: 
27-12-2021T00:08:28,InTheLionsDen,Snokeidran
27-12-2021T00:08:31,CrRAR,:ptv-laugh:
27-12-2021T00:08:46,CrRAR,year: accomplished!
27-12-2021T00:08:50,KeefMcDerpface,\o/
27-12-2021T00:08:54,InTheLionsDen,Thanks for the stream
27-12-2021T00:08:56,KeefMcDerpface,Now onto the next!!
27-12-2021T00:09:02,KeefMcDerpface,:eyes:
27-12-2021T00:09:02,steelabjur,High Five!
27-12-2021T00:09:03,Warmermold91,\o/
27-12-2021T00:09:06,KeefMcDerpface,\o
27-12-2021T00:09:10,BadFoMo,"Ah, the new logo."
27-12-2021T00:09:19,DarthRexKing,paw. o3o
27-12-2021T00:09:24,DarthRexKing,o/
27-12-2021T00:09:46,KeefMcDerpface,:eyes: Now all eyes on w0lf!
27-12-2021T00:09:52,CrRAR,:ctwokinds-flozzz_zmas:
27-12-2021T00:10:03,Warmermold91,👀
27-12-2021T00:10:04,KeefMcDerpface,night CrRAR
27-12-2021T00:10:19,CrRAR,g'noight!
27-12-2021T00:10:22,Warmermold91,Goodnight crRAR
27-12-2021T00:10:51,w0lfmare,Thanks for joining me Tom!
27-12-2021T00:11:04,Twokinds,Yep!
27-12-2021T00:11:18,steelabjur,G'night folks! Have a good stream w0lf!
27-12-2021T00:11:25,CrRAR,bye steel!
27-12-2021T00:11:45,Warmermold91,Goodnight steel
27-12-2021T00:11:50,KeefMcDerpface,night steel
27-12-2021T00:12:39,w0lfmare,Night cr and steel!
27-12-2021T00:13:35,FoxxTrotter,"G'night, Tom."
27-12-2021T00:17:41,Twokinds,sleep well
27-12-2021T00:20:31,FoxxTrotter,"If any of you know Fluff and/or Nai, be sure to wish them happy birthdays today (28th). :0)"
27-12-2021T00:22:23,Warmermold91,It's the 27th for me here
27-12-2021T00:22:58,FoxxTrotter,"After midnight here, so it be Tuesday for me."
27-12-2021T00:23:40,Warmermold91,The power of timezones
27-12-2021T00:24:07,FoxxTrotter,...but it's always 5 o'clock somewhere... ;0P
27-12-2021T00:52:54,Sclimshady,Its always 5 o'clock in Margaritaville 
27-12-2021T00:53:25,KeefMcDerpface,:cocktail:
