date,user,comment
18-12-2021T00:14:43,Ordithus,:ctwokinds-kingtea_xmas:
18-12-2021T00:23:34,CrRAR,:tea::ccrrar-owl:
18-12-2021T00:57:46,Ordithus,:gift: :ctwokinds-floexcite_xmas: so big
18-12-2021T01:18:08,CrRAR,:ptv-excited:
18-12-2021T01:18:36,CrRAR,:thinking: maybe adelaide’s?
18-12-2021T01:20:59,CrRAR,it would appear to be matching her eyecolor def
18-12-2021T02:08:29,CrRAR,:ctwokinds-flozzz_zmas:
18-12-2021T02:08:39,CrRAR,:v:
18-12-2021T04:27:33,TerraTheWizard,:ctwokinds-kingtea_xmas:
18-12-2021T08:13:46,CrRAR,:ctwokinds-renirawr_xmas:
18-12-2021T11:37:09,SonOfGoku,:ctwokinds-renirawr_xmas:
18-12-2021T12:02:16,SpaceCadety,Still not sure how to word my suggestion.
18-12-2021T12:04:42,SpaceCadety,"Kat and Zen with Zen dressed in a reindeer ""costume"" like the Christmas-ified surprised Zen emoji"
18-12-2021T12:17:07,CrRAR,Zen: “Sorry to tell ya Kat but they accidentally sent us two head-ends to this costume.” :c
18-12-2021T12:17:25,CrRAR,"Kat: “aww. That’s okay, we can just be a KatDeer!”"
18-12-2021T12:17:35,CrRAR,:drum: 
18-12-2021T12:17:43,CrRAR,:ctwokinds-zenshocked_xmas::bulb: 
18-12-2021T12:25:12,CrRAR,other gold quote of the night:
18-12-2021T12:25:26,CrRAR,"Sythe: “Who says this guy has no butt!? Look at that thing, it’s glorious!”"
18-12-2021T12:25:36,CrRAR,*motions to deer rear-end*
18-12-2021T12:26:09,CrRAR,Kat (muffled): “It sureee is!” :D
18-12-2021T12:28:14,SpaceCadety,"Or Kat is ""Dressed"" as Santa."
18-12-2021T12:31:58,CrRAR,:ptv-ohmy::ctwokinds-norascary_xmas::ctwokinds-zenshocked_xmas:
18-12-2021T12:33:13,SpaceCadety,And I see a collar on that Emoji...
18-12-2021T13:19:46,Azumachan,:ptv-sneakysmirk::ptv-sneakysmirk:
18-12-2021T13:22:29,broccolidude,:ctwokinds-keithdotdotdot_xmas:
18-12-2021T13:22:57,CrRAR,:ctwokinds-sytheeyebrows_xmas:
18-12-2021T13:24:11,broccolidude,Hey CrRAR how’s it going! 👌
18-12-2021T13:34:06,CrRAR,good! just a chill day so far
18-12-2021T14:57:51,Ordithus,:ctwokinds-flosmug_xmas: yo
18-12-2021T14:58:52,CrRAR,:spaghetti::ctwokinds-floexcite_xmas:
18-12-2021T14:58:52,ZapiliDver,Hi Ord
18-12-2021T14:59:11,ZapiliDver,:beer::czapilidver-nubbly:
18-12-2021T14:59:34,CrRAR,"hey zap, g’day ord"
18-12-2021T14:59:40,CrRAR,:ok_hand: 
18-12-2021T15:01:10,Ordithus,:ctwokinds-laura_xmas::ctwokinds-natani_xmas::ctwokinds-keithdotdotdot_xmas: https://www.patreon.com/posts/prehistoric-60103683
18-12-2021T15:02:56,CrRAR,:ptv-ohmy:
18-12-2021T15:08:01,Ordithus,:ptv-ohmy: dat Nat
18-12-2021T15:09:58,ZapiliDver,Hi CrRAR
18-12-2021T15:10:23,ZapiliDver,poor Keith.... or lucky
18-12-2021T15:11:06,TerraTheWizard,:ctwokinds-norascary_xmas:
18-12-2021T15:13:17,ZapiliDver,:czapilidver-laurasmug::ctwokinds-keithdotdotdot_xmas::czapilidver-natanismug:
18-12-2021T15:15:55,CrRAR,:ptv-confused:
18-12-2021T15:16:15,CrRAR,“no. sudden. movements.”
18-12-2021T15:19:14,Glassan,That can't possibly end poorly. 8|
18-12-2021T15:20:53,Mediawatcher37,"Nah, Natani and Laura won’t hurt him"
18-12-2021T15:21:21,Ordithus,:ctwokinds-laura_xmas: they have other plans
18-12-2021T15:22:16,ZapiliDver,":czapilidver-natanismug:  Yes, other plan"
18-12-2021T15:22:24,Sammit,Hi everybody
18-12-2021T15:22:29,ZapiliDver,HI Sammit
18-12-2021T15:22:34,CrRAR,ello sammit!
18-12-2021T15:22:55,Sammit,"Hi Zapili, CrRAR, Ord, Media and all other god people"
18-12-2021T15:23:03,Sammit,good*
18-12-2021T15:23:13,Ordithus,o/ sammit
18-12-2021T15:23:19,SonOfGoku,Hello
18-12-2021T15:23:27,Sammit,Hi Gohan
18-12-2021T15:23:30,Ordithus,"I mod, not god"
18-12-2021T15:23:35,SonOfGoku,Hi Sammit
18-12-2021T15:23:42,CrRAR,*flamingnibbly.gif*
18-12-2021T15:26:53,ZapiliDver,Hi Goku
18-12-2021T15:27:30,SonOfGoku,Hi Zapili
18-12-2021T15:28:36,Glassan,Greetings everyone o/
18-12-2021T15:28:48,SonOfGoku,Hi Glassan
18-12-2021T15:30:21,Sammit,Hi Glassan
18-12-2021T15:32:01,ZapiliDver,Hi Glassan
18-12-2021T15:34:22,Glassan,I am amused by prehistoric laura snoot...
18-12-2021T15:34:29,Glassan,The curse shall return.
18-12-2021T15:35:57,hyneria,"I wonder if anyone suggested that idea about Keidran making ""bikinis"" by shaving all their fur but that in the important bits"
18-12-2021T15:36:48,Glassan,:|
18-12-2021T15:36:52,Glassan,>8|
18-12-2021T15:36:55,Glassan,No
18-12-2021T15:37:06,Glassan,Brain hur
18-12-2021T15:37:09,Glassan,*hurt
18-12-2021T15:37:16,Glassan,:V
18-12-2021T15:43:46,CrRAR,[HOHOoonoo]* :ctwokinds-keifacepalm_xmas:
18-12-2021T15:44:11,Glassan,Santa Kei adds another to the naughty list...
18-12-2021T15:44:35,ZapiliDver,:czapilidver-prelaura: fastdone
18-12-2021T15:44:55,MarvTheHugPharaoh,:cmarvthehugpharaoh-Spookyboyspook:
18-12-2021T15:44:59,CrRAR,\o/ the anti-snoot!
18-12-2021T15:45:06,Glassan,best snoot
18-12-2021T15:45:15,MarvTheHugPharaoh,Booper snoot 
