date,user,comment
18-05-2019T02:05:10,FloofyCat,Oh boy I can't wait for the stream its gunna be good \o/
18-05-2019T02:09:07,DarthRexKing,Goodnight!
18-05-2019T05:07:18,TerraTheWizard,:ctwokinds-natsducky:
18-05-2019T08:10:40,LiveCookie12,Hi : )
18-05-2019T09:59:16,Mippy,It’s 9:00AM and I’ve done so many things...I wanna go back to sleep. :ptv-sad:
18-05-2019T10:08:39,TerraTheWizard,:ctwokinds-nibsbounce:
18-05-2019T10:15:37,Azumachan,:ctwokinds-florajiggle:
18-05-2019T10:28:50,IronHorseComics,*appears*
18-05-2019T10:32:01,funnyman42,*teleports behind you*
18-05-2019T10:40:34,TheGamePlayer,"Execute order two number 9s, a number 9 large, a number 6 with extra dip, a number 7, two munber 45s, one with cheese, and a large soda"
18-05-2019T10:41:01,TheGamePlayer,"""star wars jokes"""
18-05-2019T10:41:32,TheGamePlayer,good morning!
18-05-2019T10:49:06,TerraTheWizard,:ctwokinds-keith8D:
18-05-2019T10:49:13,Azumachan,:ctwokinds-florajiggle:
18-05-2019T12:50:10,Twokinds,o/
18-05-2019T12:50:51,iliar,I can not understand what this smile means.
18-05-2019T12:51:59,Azumachan,A person waving.
18-05-2019T12:52:49,TerraTheWizard,:ctwokinds-nibsbounce:
18-05-2019T12:56:26,IronHorseComics,'ello Govna!
18-05-2019T12:56:36,BadFoMo,Yo.
18-05-2019T12:56:38,IronHorseComics,how's it going?
18-05-2019T13:06:50,TerraTheWizard,:ctwokinds-katdryer:
18-05-2019T13:07:18,TheGamePlayer,afternoon!
18-05-2019T13:08:05,AspiringNoodle,So hyped for the stream in :D
18-05-2019T13:09:28,TerraTheWizard,"today, sunday sketch 666 gets posted :ctwokinds-clovisgirl_shake:"
18-05-2019T13:11:07,AspiringNoodle,"If there isn't a demon suggestion, I'll be sad xD"
18-05-2019T13:11:34,TerraTheWizard,it's not
18-05-2019T13:11:39,TerraTheWizard,but it is a cute one
18-05-2019T13:11:43,TerraTheWizard,a silly cute one
18-05-2019T13:13:21,NibblyBot,New Patreon Post: Foxplant https://www.patreon.com/posts/foxplant-26977901
18-05-2019T13:15:28,IronHorseComics,"It's the last week before the Indy 500, since next Sunday would be the color stream, it's the last time to have a sketch that fits a theme"
18-05-2019T13:17:18,TerraTheWizard,what's the indy 500?
18-05-2019T13:17:20,TerraTheWizard,nascar?
18-05-2019T13:18:34,IronHorseComics,"no, the Indianpolis 500 predates NASCAR by a long stretch"
18-05-2019T13:18:55,IronHorseComics,it's the premier race for American open wheeled racing
18-05-2019T13:19:00,IronHorseComics,so it's IndyCar
18-05-2019T13:20:27,IronHorseComics,"to qualify you have to be among the 33 fastest cars on the circuit, not lap time, average speed"
18-05-2019T13:21:42,TerraTheWizard,my knowledge of racing barely extends beyond f1
18-05-2019T13:21:56,TerraTheWizard,and even then it's pretty non-existant
18-05-2019T13:23:11,IronHorseComics,"The Indy 500 is one of three races in all of motorsports that is ""The Triple Crown"", the other two are the Monaco Grand Prix in F1 (or an F1 world championship), and the 24 hours of Le Mans endurance race"
18-05-2019T13:27:37,IronHorseComics,"the last driver to win the triple crown was Englishman Graham Hill back in 1966, though we've had plenty of people since him that have met two of the requirements"
18-05-2019T13:28:12,IronHorseComics,"*1972, 'scuse me"
18-05-2019T13:45:57,Zakuru,"hi guys, im here early lol"
18-05-2019T13:47:46,TerraTheWizard,:ctwokinds-nibsbounce:
18-05-2019T13:52:02,WereKeidran,hey y'all!
18-05-2019T13:52:09,WereKeidran,i'm here after a long time gone
18-05-2019T13:52:36,TerraTheWizard,'lo
18-05-2019T13:52:44,Zakuru,welcome back
18-05-2019T13:53:09,WereKeidran,good to be back
18-05-2019T13:54:38,BadFoMo,Yo.
18-05-2019T14:01:02,CrimsonQuill,Hello all!
18-05-2019T14:01:06,CrimsonQuill,:ptv-greetings::ptv-greetings::ptv-greetings:
18-05-2019T14:01:07,TerraTheWizard,:ctwokinds-katdryer:
18-05-2019T14:03:32,WereKeidran,:ctwokinds-katdryer:
18-05-2019T14:03:57,CrimsonQuill,Has the new comic been posted yet?
18-05-2019T14:04:04,TerraTheWizard,nope
18-05-2019T14:04:18,CrimsonQuill,"I didn't watch the stream, because I always like the finished product to be a surprise."
18-05-2019T14:04:18,TerraTheWizard,sunday sketch 666 has though
18-05-2019T14:04:28,CrimsonQuill,I saw that!
18-05-2019T14:04:40,CrimsonQuill,It gave me Planet Earth II Vibes.
18-05-2019T14:05:19,CrimsonQuill,One exam is on tomorrow...
18-05-2019T14:05:25,CrimsonQuill,Fricking photogrammetry...
18-05-2019T14:05:41,CrimsonQuill,But I'll still stay up for the polls (if there are any).
18-05-2019T14:06:48,RimaDraws,hiiiiiii
18-05-2019T14:06:59,CrimsonQuill,Hello Rima!
18-05-2019T14:08:23,RimaDraws,how is quill?
18-05-2019T14:09:05,CrimsonQuill,Stressed...
18-05-2019T14:09:10,CrimsonQuill,One more exam tomorrow.
18-05-2019T14:09:16,CrimsonQuill,And another on Wednesday.
18-05-2019T14:09:26,CrimsonQuill,But I still barely grasp Photogrammetry...
18-05-2019T14:09:42,CrimsonQuill,I might be well off looking over notes during the stream.
18-05-2019T14:09:58,CrimsonQuill,"But...I have plenty of food, and the last exam should be ok."
18-05-2019T14:10:16,CrimsonQuill,"Plus, when I'm done, I'm just going to have fun and doodle."
18-05-2019T14:10:21,CrimsonQuill,"So, how are you Rima?"
18-05-2019T14:18:08,CrimsonQuill,Hello?
