date,user,comment
16-12-2019T00:00:39,SpazztasticKiwi,did you ever see my first inspiration
16-12-2019T00:01:21,Ordithus,I only saw the original maddie sketch
16-12-2019T00:01:24,Ordithus,so no
16-12-2019T00:01:33,SpazztasticKiwi,https://media.discordapp.net/attachments/524825976597643265/629088428323110944/image0.jpg
16-12-2019T00:01:55,Ordithus,weh
16-12-2019T00:02:01,SpazztasticKiwi,weh
16-12-2019T00:02:15,SpazztasticKiwi,funnier if you make the sound
16-12-2019T00:02:24,Ordithus,tis
16-12-2019T00:02:36,SpazztasticKiwi,"thing is I thought of it, giggles"
16-12-2019T00:02:47,SpazztasticKiwi,"then I made that, more giggles"
16-12-2019T00:03:08,SpazztasticKiwi,and now I just think about it and
16-12-2019T00:03:11,SpazztasticKiwi,giggles
16-12-2019T00:03:20,Ordithus,you are quite giggly
16-12-2019T00:03:32,Ordithus,and share in the giggles
16-12-2019T00:03:38,SpazztasticKiwi,its so stupid but manages to be so funny
16-12-2019T00:04:05,SpazztasticKiwi,I blame youtube for most of my sense of humor
16-12-2019T00:04:50,SpazztasticKiwi,example: Seán’s floppy banana but now has me sniggering at bananas
16-12-2019T00:04:55,SpazztasticKiwi,bit
16-12-2019T00:06:13,Ordithus,bananas are the source of much humor
16-12-2019T00:06:56,SpazztasticKiwi,have you seen the video of the little boy who finds and starts waggling around his mom’s “banana”
16-12-2019T00:07:04,Ordithus,oh god
16-12-2019T00:07:07,Ordithus,no I have not
16-12-2019T00:07:40,SpazztasticKiwi,"husband is of course the one filming, wheezing laughing"
16-12-2019T00:08:00,Ordithus,that poor sweet innocent child
16-12-2019T00:08:07,SpazztasticKiwi,while she’s trying to chase/coax the kid to give it back
16-12-2019T00:08:40,Ordithus,that kid will remember one day and :ptv-RainbowThrowup:
16-12-2019T00:08:56,SpazztasticKiwi,meanwhile he’s just standing there flopping it around like a pool noodle
16-12-2019T00:11:54,SpazztasticKiwi,aaand Bagheera spooked himself again
16-12-2019T00:12:55,Ordithus,"Good talking with you, good night!  I must sleeep. :ctwokinds-RainezZz:"
16-12-2019T00:23:11,AspiringNoodle,"Oh dear lord, those sketches!"
16-12-2019T00:23:46,AspiringNoodle,Sketch*
16-12-2019T00:23:49,AspiringNoodle,"Ugh, I'm tired..."
16-12-2019T01:30:16,SpazztasticKiwi,hi tired
16-12-2019T01:30:48,SpazztasticKiwi,I’m Eating Carrots
16-12-2019T01:47:48,SpazztasticKiwi,hi tom
16-12-2019T01:48:44,AspiringNoodle,[1.5 months into 6 month WoW sub]
16-12-2019T01:48:50,AspiringNoodle,I feel like I'm spending too much time on this game...
16-12-2019T01:50:29,AspiringNoodle,Whelp.  Next weekend will be fun.  Gonna take a look at how I'm allocating my time :P
16-12-2019T01:57:08,Twokinds,:ctwokinds-nibsdance:
16-12-2019T01:58:53,SpazztasticKiwi,so how close to death are you
16-12-2019T01:59:27,Twokinds,I am immortal
16-12-2019T01:59:51,Sclimshady,That sounds exhausting
16-12-2019T02:00:10,SpazztasticKiwi,"ya know, I’ve heard of people who have literal years logged into that game"
16-12-2019T02:00:25,SpazztasticKiwi,if you’re immortal how are you aging
16-12-2019T02:02:15,SpazztasticKiwi,"unless that’s your way of saying “if I deny the pain, it doesn’t exist”"
16-12-2019T02:02:22,AspiringNoodle,Tom is like a phoenix
16-12-2019T02:02:32,AspiringNoodle,"One day, he'll be really old and suddenly burst into flames"
16-12-2019T02:02:40,AspiringNoodle,And then a baby will crawl from the ashes
16-12-2019T02:02:42,Sclimshady,Tom is Teddy?
16-12-2019T02:03:28,AspiringNoodle,"anyways, yeah Kiwi"
16-12-2019T02:03:39,AspiringNoodle,"I find myself saying that I'll do this or that, and call it quits"
16-12-2019T02:03:51,AspiringNoodle,"And slowly over time, I have to slap myself in the face and reel myself back"
16-12-2019T02:05:24,SpazztasticKiwi,Tom you ever had a deep fried oreo
16-12-2019T02:05:57,Twokinds,Can't say I have
16-12-2019T02:07:49,SpazztasticKiwi,they’re pretty ok - for some reason I’ve been wanting a couple
16-12-2019T02:09:01,SpazztasticKiwi,oh and can anyone explain this guy’s logic that came up to the case today:
16-12-2019T02:09:17,SpazztasticKiwi,"older man, real nice, sorta quiet"
16-12-2019T02:10:16,SpazztasticKiwi,"got some food and while I’m gathering it up to ring up, he says “I’m sorry if you find this offensive, and I don’t mean to be rude but you’re very pretty”"
16-12-2019T02:10:59,SpazztasticKiwi,"someone tell me how “offensive”, “rude” and “pretty” go together"
16-12-2019T02:12:52,SpazztasticKiwi,cause it didn’t bug me at all
16-12-2019T02:15:31,AspiringNoodle,"If you pay attention to the political bubbles on social media, you'll have idiots REEEEEEEEE'ing that he was objectifying you by pointing out that you are ""pretty"""
16-12-2019T02:17:01,AspiringNoodle,"Also, I'm starting to regret resubbing to WoW"
16-12-2019T02:17:19,AspiringNoodle,Though only time will tell if I actually regret it or if it's just the sleep deprivation and that I didn't have much time today...
16-12-2019T02:18:55,SpazztasticKiwi,nah he was plenty nice about it - maybe he felt odd cause he was older
16-12-2019T02:20:58,SpazztasticKiwi,only other kind of news is the lady who let her crotch goblin banshee screech all through the store
16-12-2019T02:24:57,Twokinds,:ctwokinds-reniderp:
16-12-2019T02:25:39,SpazztasticKiwi,a little louder
16-12-2019T02:49:38,SpazztasticKiwi,"and for anyone who missed it the first time: there was the lady who asked, while holding up said chicken in its plastic container “can you put this in a box?”"
16-12-2019T02:59:00,Twokinds,:ctwokinds-nataniAAAAshake:
16-12-2019T03:01:00,SpazztasticKiwi,I was plain confused
16-12-2019T03:01:41,SpazztasticKiwi,did she want the original container in another box? transfer the chicken into the box and throw out the original container?
16-12-2019T03:02:45,Twokinds,:ctwokinds-floraquestion:
16-12-2019T03:02:53,SpazztasticKiwi,she walked off without my attempt for a reply anyhow so 🤷🏻‍♀️
16-12-2019T03:03:04,SpazztasticKiwi,people are weird
16-12-2019T03:05:15,Twokinds,Yes they are
16-12-2019T03:05:25,Twokinds,:ctwokinds-RainezZz:
16-12-2019T03:06:08,SpazztasticKiwi,night Tom
16-12-2019T03:07:49,SpazztasticKiwi,uh
16-12-2019T03:07:59,SpazztasticKiwi,my kindle just turned itself on
16-12-2019T06:54:56,ThingsAreMoving,:ctwokinds-kingtea:
16-12-2019T09:39:50,TerraTheWizard,:ctwokinds-natsducky:
16-12-2019T12:01:15,NibblyBot,New Patreon Post: Adira and Adelaide - Christmas Outfits https://www.patreon.com/posts/adira-and-32412634
16-12-2019T12:10:54,ThingsAreMoving,:ctwokinds-kingtea::ctwokinds-adiracoin:
16-12-2019T12:33:20,AspiringNoodle,"""Looking is free.  But touching... touching will cost you."""
16-12-2019T13:14:24,Xexanoth,:ptv-ohmy: T'is an early Christmas
16-12-2019T13:37:38,TerraTheWizard,:ctwokinds-nibsbounce:
16-12-2019T15:01:05,NibblyBot,New Patreon Post: Submit Sketch Ideas! https://www.patreon.com/posts/submit-sketch-32412878
16-12-2019T15:25:07,TerraTheWizard,:ctwokinds-adiracoin:
16-12-2019T15:55:22,funnyman42,:ctwokinds-awoo:
16-12-2019T15:55:31,funnyman42,:ctwokinds-KeithNeat:
16-12-2019T15:55:41,funnyman42,:ctwokinds-zenshocked:
16-12-2019T15:55:43,funnyman42,<3
16-12-2019T16:03:36,ThingsAreMoving,:santa::ctwokinds-renirawr::ctwokinds-NoraEyebrows:
16-12-2019T16:41:55,TerraTheWizard,:ctwokinds-clovisgirl_shake:
16-12-2019T17:25:04,SpazztasticKiwi,Bagheera did the “knocked over a bottle behind himself jumping on the bed” thing again
16-12-2019T17:54:30,Xexanoth,"""if you don't want me to knock over bottles then don't place bottles near the bed"" - Bagheera maybe"
16-12-2019T17:55:35,SpazztasticKiwi,nah he spoils himself then looks at me like “did you see that? wasn’t that scary? why aren’t you spooped?”
16-12-2019T18:00:16,SpazztasticKiwi,~spooks~
16-12-2019T18:04:22,tehbear,cats are spooky
16-12-2019T18:05:02,tehbear,"a cat ran across 4 lanes of traffic, of the 3 people in the car, i was the only one that noticed it"
16-12-2019T18:05:11,tehbear,superfast
16-12-2019T18:08:48,tehbear,think it might have cost it 1 life doing that
16-12-2019T18:47:57,TerraTheWizard,:ctwokinds-RainezZz:
16-12-2019T21:54:21,AspiringNoodle,"mmm, hotdogs and nachos for dinner"
16-12-2019T22:08:42,HoverdudeXL,hallo
16-12-2019T22:19:46,AspiringNoodle,Jello :3
16-12-2019T22:20:53,RimaDraws,hey
16-12-2019T22:28:05,AspiringNoodle,rima!
16-12-2019T22:53:59,SpazztasticKiwi,🌭
