date,user,comment
17-11-2019T00:00:05,KiTA,What in the world
17-11-2019T00:00:09,CrRAR,Beeeg family
17-11-2019T00:00:14,Ordithus,Cute family!
17-11-2019T00:00:27,steelabjur,Daw!
17-11-2019T00:01:03,CrRAR,Tailglomp yis
17-11-2019T00:01:07,Ordithus,Still small compared to Evals's more than 24 siblings
17-11-2019T00:01:17,MarvTheHugPharaoh,Look at this cute boy <3
17-11-2019T00:01:20,Ordithus,:ptv-ohmy: dat dog tho
17-11-2019T00:01:26,Dadrobit,That's a supremely cute boi
17-11-2019T00:01:50,TheFreindlyDeathclaw,Cuuute pupper
17-11-2019T00:02:00,CrRAR,Foxy mcfoxfaces
17-11-2019T00:02:08,Ordithus,:ctwokinds-laura:*[Fox you]
17-11-2019T00:02:14,CrRAR,xD
17-11-2019T00:02:17,AnthroDragon42,Doggo!
17-11-2019T00:02:21,Ordithus,This came out great!
17-11-2019T00:02:26,MarvTheHugPharaoh,Dragon surfing
17-11-2019T00:02:32,Dadrobit,What's this?
17-11-2019T00:03:10,MarvTheHugPharaoh,Now this
17-11-2019T00:03:14,MarvTheHugPharaoh,:ptv-shipit:
17-11-2019T00:03:16,Sclimshady,Kat too sweet :heart:
17-11-2019T00:03:18,CrRAR,:ptv-excited:
17-11-2019T00:03:20,HeresyArtStream,Cute!
17-11-2019T00:03:21,Sclimshady,:ptv-shipit:
17-11-2019T00:03:22,Ordithus,Super nice
17-11-2019T00:03:22,unsteddyphoenix,Lovely Kat <3
17-11-2019T00:03:28,Dadrobit,Awww
17-11-2019T00:03:28,abcdh,owo wat dis
17-11-2019T00:03:31,SpazztasticKiwi,🍵
17-11-2019T00:03:31,Ordithus,"Seems this started a new ship, ahoy"
17-11-2019T00:03:32,TheFreindlyDeathclaw,These all llook great Tom <3
17-11-2019T00:03:49,steelabjur,Best girl Kat helping out a bro in need
17-11-2019T00:04:38,Ordithus,Gotta find them all!
17-11-2019T00:04:49,Ordithus,And mash em together
17-11-2019T00:04:56,Dadrobit,"well, 48% or so"
17-11-2019T00:05:11,SpazztasticKiwi,what’s that animal supposed to be? the jackuar?
17-11-2019T00:05:18,johnnytho,flora
17-11-2019T00:05:23,MarvTheHugPharaoh,Florbo's super cute here
17-11-2019T00:05:26,HeresyArtStream,x3
17-11-2019T00:05:31,CrRAR,:ctwokinds-KeithNeat:
17-11-2019T00:05:31,Sclimshady,:ctwokinds-sadtrace2::tiger:
17-11-2019T00:05:43,steelabjur,Would still cuddle.
17-11-2019T00:05:44,TheFreindlyDeathclaw,Aww looove this pic <3
17-11-2019T00:05:45,SpazztasticKiwi,hyper real Flora too much Flora
17-11-2019T00:05:50,KiTA,Spazz the one before was the franenstein girl they were making before
17-11-2019T00:05:51,TheFreindlyDeathclaw,:ctwokinds-floAAA::ctwokinds-daydreamingkat:
17-11-2019T00:05:58,SpazztasticKiwi,Trace looks like he needs a minute for processing
17-11-2019T00:06:13,SpazztasticKiwi,yea looked familiar
17-11-2019T00:06:23,Ordithus,:tiger:
17-11-2019T00:06:23,steelabjur,"You would too, if you saw your SO BALD!"
17-11-2019T00:06:34,CrRAR,D:
17-11-2019T00:06:37,CrimsonHelsing,No such thing as too much Flora! *NOT SCIENTIFICALLY POSSIBLE!!!*
17-11-2019T00:06:40,Twokinds,Time to goooo
17-11-2019T00:06:40,Ordithus,:ctwokinds-rainehappy: <3
17-11-2019T00:06:44,CrimsonHelsing,lol
17-11-2019T00:06:46,johnnytho,night!
17-11-2019T00:06:46,SpazztasticKiwi,Trace.exe stalling...
17-11-2019T00:06:47,HeresyArtStream,coffee wuff
17-11-2019T00:06:49,CrRAR,"Yes, agreed"
17-11-2019T00:06:49,KiTA,Spazz:  Think they were intending for a big male monster instead got frankenwaifu
17-11-2019T00:06:51,Ordithus,"Thanks for the stream, Tom!  Great work and good ngiht"
17-11-2019T00:06:52,MarvTheHugPharaoh,"Nighty night Tom, thanks for the stream"
17-11-2019T00:06:53,steelabjur,Good Night Tom!
17-11-2019T00:06:53,Ordithus,night
17-11-2019T00:06:59,Katfeathers,night
17-11-2019T00:07:00,Dadrobit,"Right on, Tom. Thanks kindly for the stream!"
17-11-2019T00:07:00,Sclimshady,See ya Tom! Thanks for the stream
17-11-2019T00:07:04,Twokinds,Niiiight
17-11-2019T00:07:04,BadFoMo,Inb4 the glasses get 'ASS' writen on them.
17-11-2019T00:07:04,TheFreindlyDeathclaw,Good Night Tom Thanks for Strimming :ctwokinds-natsducky::ctwokinds-daydreamingkat:
17-11-2019T00:07:08,CrimsonHelsing,"Okie tom! You sleep well, and thanks for the stream!"
17-11-2019T00:07:11,BadFoMo,Good night.
17-11-2019T00:07:16,Stormagedon,Night!
17-11-2019T00:07:21,SpazztasticKiwi,seems lots that goes on here becomes waifus
17-11-2019T00:07:23,FloofyCat,Niiiiiight
17-11-2019T00:07:29,ShamusTheFox,Night!
17-11-2019T00:07:33,InTheLionsDen,Great stream Tom. Have a good sleep.
17-11-2019T00:07:37,unsteddyphoenix,Thanks for streaming!
17-11-2019T00:07:54,CrimsonHelsing,See you next time! You de best - you de 'you de best' xD (Tiny Tina reference xD)
17-11-2019T00:08:14,BadFoMo,Who?
17-11-2019T00:08:31,SpazztasticKiwi,"father of robits, did they fix the toilet situation yet?"
17-11-2019T00:08:39,RimaDraws,night guys!
17-11-2019T00:08:43,HeresyArtStream,Nini :cheresyartstream-harrywave01:
17-11-2019T00:08:45,MarvTheHugPharaoh,Nighty ngiht Rima
17-11-2019T00:08:47,BadFoMo,Good night.
17-11-2019T00:08:57,AspiringNoodle,"Night, Tom, Rima, FoMo :)"
17-11-2019T00:08:59,CrimsonHelsing,@badfomo Tom
17-11-2019T00:09:03,RimaDraws,have a good week and i will see ya next stream
17-11-2019T00:09:08,SpazztasticKiwi,nite Tom
17-11-2019T00:09:14,Dadrobit,"Yeah, it was fixed the next day thankfully"
17-11-2019T00:09:28,SpazztasticKiwi,whoo 🙌🏻
17-11-2019T00:09:45,Dadrobit,\o/
17-11-2019T00:10:33,Twokinds,:ctwokinds-RainezZz:
17-11-2019T00:10:46,SpazztasticKiwi,slepy rains do a snooze
17-11-2019T00:10:53,SpazztasticKiwi,r a I n e
17-11-2019T00:11:03,SpazztasticKiwi,keyboard no like her name
17-11-2019T00:12:17,steelabjur,"Good night guys, I'm off."
17-11-2019T00:12:43,Dadrobit,o/
17-11-2019T00:23:05,SpazztasticKiwi,is it bad that I’m excited for a bookshelf to arrive
17-11-2019T00:25:10,Dadrobit,"Nah, I've been there. Organizing my books is very therapeutic to me."
17-11-2019T00:25:59,JojoF2415,I missed the ending of the stream. I beat the 3rd gym in sword and my 3rd demon in gd
17-11-2019T00:26:31,Dadrobit,grats
17-11-2019T00:26:59,Dadrobit,I'm just over here building ALL the bridges.
17-11-2019T00:27:15,JojoF2415,What bridges
17-11-2019T00:27:36,Sclimshady,Burning bridges is more fun
17-11-2019T00:27:58,unsteddyphoenix,Destroooy those bridges
17-11-2019T00:28:16,Dadrobit,"Nah man, this is the most wholesome shit ever"
17-11-2019T00:28:34,JojoF2415,I don’t what your talking about
17-11-2019T00:29:33,Dadrobit,Norman Reedus building the bridges that Mads Mikkelsen and Troy Baker destroyed.
17-11-2019T00:30:04,JojoF2415,Still don’t know what your talking about
17-11-2019T00:30:11,Dadrobit,With the help of a premature baby extracted from the womb of a brain dead woman!
17-11-2019T00:30:47,Dadrobit,All fueled by Monster Energy!
17-11-2019T00:31:17,Dadrobit,"Death Stranding, a Hideo Kojima game!"
17-11-2019T00:31:24,JojoF2415,Created by Stewie griffin
17-11-2019T00:34:05,Dadrobit,"Dunno about any Family Guy crossovers, but Guillermo Del Toro kinda looks like Peter Griffin if you squint hard enough?"
17-11-2019T00:35:18,JojoF2415,I’m talking about the monster energy drink
17-11-2019T00:35:51,JojoF2415,Still don’t know what your talking about
17-11-2019T00:37:51,Dadrobit,"I mean, I literally said it. Death Stranding. S'a video game. https://i.imgur.com/uRByiB0.jpg"
17-11-2019T00:38:58,Dadrobit,Having a lazy weekend and just gaming
17-11-2019T00:39:44,JojoF2415,I’ve been playing Pokémon sword
17-11-2019T00:40:07,JojoF2415,I’m taking way too long beating the game
17-11-2019T00:40:39,SpazztasticKiwi,I’ve been going through Sean’s DS series
17-11-2019T00:40:52,Dadrobit,Sean?
17-11-2019T00:40:59,SpazztasticKiwi,Jacksepticeye
17-11-2019T00:41:12,Dadrobit,Not familiar with him
17-11-2019T00:41:44,Dadrobit,He enjoying it?
17-11-2019T00:43:18,Dadrobit,It feels like it'd be a hard game to get a lot out of for content without a particularly charismatic host. Too much backtracking.
17-11-2019T00:44:02,SpazztasticKiwi,yep
17-11-2019T00:44:38,SpazztasticKiwi,"he’s a youtuber, does stuff  with Mark occasionally"
17-11-2019T00:44:46,SpazztasticKiwi,https://media.discordapp.net/attachments/524825976597643265/645861697545961472/image0.png
17-11-2019T00:44:57,JojoF2415,Markiplier
17-11-2019T00:46:01,SpazztasticKiwi,so far I like the game too but I can’t be the only one that feels they throw an awful lot at you
17-11-2019T00:46:34,SpazztasticKiwi,"not only in the beginning but as you go on, term wise and literally with all the packages stuff"
17-11-2019T00:46:57,Dadrobit,The first dozen or so hours is very very cinematic heavy for sure.
17-11-2019T00:47:19,JojoF2415,I am addicted to geometry dash
17-11-2019T00:47:38,AspiringNoodle,Inb4 youtube stars are a thing of the past :P
17-11-2019T00:47:52,AspiringNoodle,Youtube only wants actual celebrities / networks on their website in the future >_>
17-11-2019T00:48:51,JojoF2415,You tube is annoying with the Tik tok ads
17-11-2019T00:49:52,SpazztasticKiwi,I may be “further in” so to speak with the game since he got a pre release and has all the way to the first 22+ hours out already
17-11-2019T00:50:06,SpazztasticKiwi,2 hour episodes
17-11-2019T00:50:11,SpazztasticKiwi,I’m only on 4
17-11-2019T00:50:13,Ordithus,It's a long game
17-11-2019T00:50:21,SpazztasticKiwi,it’s so pretty tho
