date,user,comment
03-08-2019T00:00:23,SpazztasticKiwi,🐧
03-08-2019T01:10:42,Mikemkke034,Lol
03-08-2019T01:41:17,SpazztasticKiwi,nite Tom
03-08-2019T03:23:38,TerraTheWizard,:ctwokinds-kingtea:
03-08-2019T11:38:03,Yevni,Morning doods
03-08-2019T11:40:57,IronHorseComics,afternoon ladies and gentlemen
03-08-2019T11:41:07,BluePhantom90,hello
03-08-2019T12:04:53,Mikemkke034,Allo
03-08-2019T12:05:41,BluePhantom90,crazy weekend its been
03-08-2019T12:08:51,Mikemkke034,'tis true mate
03-08-2019T12:11:39,TerraTheWizard,:ctwokinds-nibrun:
03-08-2019T12:29:44,BadFoMo,Yo.
03-08-2019T12:32:09,Azumachan,:ctwokinds-floraquestion::ctwokinds-reniderp_flip:
03-08-2019T12:35:11,Ordithus,:ctwokinds-reniderp::ctwokinds-floAAA:
03-08-2019T12:41:19,RimaDraws,hi guys
03-08-2019T12:41:25,Yevni,Henlo
03-08-2019T12:42:18,Azumachan,:ctwokinds-floraquestion:
03-08-2019T12:42:19,Azumachan,:ctwokinds-florajiggle:
03-08-2019T13:12:48,Twokinds,:ctwokinds-nibsbdaydance:
03-08-2019T13:13:11,IronHorseComics,howdy Tom!
03-08-2019T13:13:28,Twokinds,Morning!
03-08-2019T13:13:44,IronHorseComics,"actually I have a question for you, a hypothetical one"
03-08-2019T13:13:45,TerraTheWizard,:ctwokinds-nibsbounce:
03-08-2019T13:14:26,IronHorseComics,"if keidrans wanted to wear shoes, how would they make shoes that fit their feet?"
03-08-2019T13:17:34,IronHorseComics,"by make, I mean design"
03-08-2019T13:18:59,Mikemkke034,How is everyone today?
03-08-2019T13:19:07,TerraTheWizard,somethung like this https://twitter.com/fluffkevlar/status/1143285011958894595
03-08-2019T13:19:11,TerraTheWizard,*something
03-08-2019T13:19:39,Sclimshady,"Dang, That was on point"
03-08-2019T13:19:51,Mikemkke034,It would work
03-08-2019T13:20:02,IronHorseComics,"okay, now how would that translate into, say, sneakers?"
03-08-2019T13:20:15,Mikemkke034,Just that but lowcut?
03-08-2019T13:20:29,IronHorseComics,probably
03-08-2019T13:20:54,Mikemkke034,Makes much more sense
03-08-2019T13:22:21,TerraTheWizard,"if you want easy references for ditigrade shoes you can get the digitigrade feet mod for skyrim then play ""fashionsouls"" but skyrim"
03-08-2019T13:24:25,Mikemkke034,Lol
03-08-2019T13:24:46,TerraTheWizard,"also if you know what sites to look on, check out the tag ""furgonomics"""
03-08-2019T13:25:09,TerraTheWizard,basically a tag for images that have clothes designed with anthro characters in mind
03-08-2019T13:25:56,Fjellrev,Hello chat. Hi Tom! I have a strange problem: not one video of Tom`s does not load (three random streamers too). It's some kind of fault on Picarto or this problem just me?
03-08-2019T13:26:34,TerraTheWizard,picarto issue
03-08-2019T13:28:54,Mikemkke034,I hate it. Been trying to rewatch Fridays stream
03-08-2019T13:32:26,AspiringNoodle,Picarto is gar-
03-08-2019T13:32:32,AspiringNoodle,suddenly disappears from existence.
03-08-2019T13:32:38,Yevni,ohno.png
03-08-2019T13:32:45,Yevni,shurgs
03-08-2019T13:33:45,TerraTheWizard,if you want to watch the streams and the picarto vods have borked you can use the youtube archive
03-08-2019T13:33:46,TerraTheWizard,https://www.youtube.com/channel/UCqz85zfWtK5NzXmSV-WSSBg
03-08-2019T13:38:25,WereKeidran,peeks in to see the early arrivals
03-08-2019T13:38:57,Fjellrev,"Terra, thank you very much!)"
03-08-2019T13:40:09,TerraTheWizard,hi were
03-08-2019T13:40:46,WereKeidran,hello
03-08-2019T13:41:24,Mikemkke034,Heyo
03-08-2019T13:53:33,AspiringNoodle,I wish I had a second monitor just so I could watch streams while doing other things xD
03-08-2019T13:54:15,Mikemkke034,"I use my phone, so I have to prioritize what I want. Lmao"
03-08-2019T14:00:56,BadFoMo,I was a little peved at Picarto messing up the videos too.
03-08-2019T14:01:56,Mikemkke034,Yeah. Sucks
03-08-2019T14:03:08,BadFoMo,"I mean, there have been two (2) times I wanted to watch/record one of Sage's videos and /both/ times when I finally have time to do it, Picarto borks them!"
03-08-2019T14:03:31,AspiringNoodle,I missed tom doing wood flooring last stream
03-08-2019T14:03:39,AspiringNoodle,That's something I really wanted to see him do
03-08-2019T14:04:38,BadFoMo,"Picarto, you are making me thing that everyone is wrong and that YouTube streaming /might/ be better."
03-08-2019T14:05:21,AspiringNoodle,"Twitch is shite, Youtube is shite"
03-08-2019T14:05:32,AspiringNoodle,"Mixer might be good, we'll see how they handle politics"
03-08-2019T14:05:37,Mikemkke034,Yeah
03-08-2019T14:05:44,Mikemkke034,I use Picarto mainly
03-08-2019T14:06:03,AspiringNoodle,"Seriously, when politics is a major concern on streaming platforms that are mainly for gaming, they're just done"
03-08-2019T14:06:04,BadFoMo,Mixer?
03-08-2019T14:06:14,AspiringNoodle,Microsoft's foray into streaming
03-08-2019T14:06:21,BadFoMo,Thanks.
03-08-2019T14:06:24,AspiringNoodle,"They signed Ninja as an exclusive streamer, this is stupidly big news!"
03-08-2019T14:06:40,BadFoMo,Who?
03-08-2019T14:06:44,AspiringNoodle,Ninja
03-08-2019T14:06:49,BadFoMo,Who?
03-08-2019T14:06:49,AspiringNoodle,THE biggest Fortnite streamer?
03-08-2019T14:07:11,AspiringNoodle,A guy who has 10's of thousands of viewers any given stream?
03-08-2019T14:07:11,BadFoMo,Not into Fortnite.
03-08-2019T14:07:14,Mikemkke034,I don't watch Fortnite. Nor do play it
03-08-2019T14:07:15,AspiringNoodle,If not hundreds
03-08-2019T14:07:20,Mikemkke034,Same Fomo
03-08-2019T14:07:28,AspiringNoodle,"I tried it, didn't care too much for it"
03-08-2019T14:07:35,AspiringNoodle,And even I know who he is xD
03-08-2019T14:07:55,IronHorseComics,"I want Fortnight to crash and burn, Minecraft taking back the #1 spot is a step in the right direction"
03-08-2019T14:07:55,BadFoMo,I'm not a PvP persion.
03-08-2019T14:08:02,AspiringNoodle,I want Apex to thrive
03-08-2019T14:08:06,AspiringNoodle,That game is fuuuuuun
03-08-2019T14:08:14,AspiringNoodle,Can't play it atm tho
03-08-2019T14:08:18,AspiringNoodle,Stupid computer :c
03-08-2019T14:08:23,Mikemkke034,I'm with Iron. And BO4 Blackout is the battle royale for me
03-08-2019T14:10:45,TerraTheWizard,problem with apex is it already had it's time
03-08-2019T14:10:57,TerraTheWizard,the first couple of months it was out it was super popular
03-08-2019T14:11:04,TerraTheWizard,now no one talks about it
03-08-2019T14:13:11,TerraTheWizard,">Twitch is shite, Youtube is shite"
03-08-2019T14:13:41,TerraTheWizard,twitch varies wildly from community to community
03-08-2019T14:13:57,TerraTheWizard,and i've never been to a youtube stream that had a moderated chat
03-08-2019T14:15:52,IronHorseComics,youtube chat moves so dang fast
03-08-2019T14:17:09,Yevni,Guys
03-08-2019T14:17:09,Mikemkke034,Yes it does
03-08-2019T14:17:15,Yevni,Tonkatsu don or Udon
03-08-2019T14:18:56,Mikemkke034,Udon
03-08-2019T14:19:01,Mikemkke034,Tastes better
03-08-2019T14:21:04,Yevni,"I think my sniffles will agree. Udon it is. I donnu how the local place does there broth, but I do miss a good udon"
03-08-2019T14:24:05,Mikemkke034,We've got a place around where I live that has wonderful Udon
03-08-2019T14:27:04,Yevni,My hometown had this little family place that had the best broth with theirs. That's one of my favorite memories of the town honestly
03-08-2019T14:27:46,AspiringNoodle,Back from my video
03-08-2019T14:28:00,AspiringNoodle,"Part of the reason Apex ""had it's time"" is that it isn't putting out content at the same pace as Fortnite"
03-08-2019T14:28:13,AspiringNoodle,They made it very clear that they want to develop the game in such a way that is fair to the developers
03-08-2019T14:28:41,Mikemkke034,Oof
03-08-2019T14:28:48,AspiringNoodle,"Fortnite is putting out new content every 2 weeks or so, but people don't know or care about the human cost.  The overtime, the contractors."
03-08-2019T14:29:16,AspiringNoodle,"Let this sink in.  Fortnite developers are working so long and so hard, that they can end up taking home bonuses worth 2 - 3 times their normal pay."
03-08-2019T14:30:04,AspiringNoodle,"While it's fair to say that they're being well compensated, that level of sustained workload will burn people out in a matter of years, and then they're gone from the industry.  And that will just exacerbate the industry's inability to retain talent."
03-08-2019T14:30:36,Mikemkke034,Preach
