date,user,comment
18-01-2019T00:00:10,superwolfart,looking grat you 4
18-01-2019T00:00:15,DesertFox,I dont mind it. I like getting peoples opinions.
18-01-2019T00:00:21,SageSaga,personally asking a single person or a couple is one thing- but - yeeeeah
18-01-2019T00:00:24,Bgrmystr2,"to be fair, that's pretty amazing, Muon. Something you'd never see normally."
18-01-2019T00:00:33,Nekonny,"Well, 12:00"
18-01-2019T00:00:42,Nekonny,time for me t o turn into a pumpkin
18-01-2019T00:00:49,SageSaga,its also how you end up with Boaty Mc Boatface
18-01-2019T00:00:50,unsteddyphoenix,"I mean, there's not much difference there sage"
18-01-2019T00:00:59,unsteddyphoenix,"Either you name it personally, or you ask people."
18-01-2019T00:01:12,Nekonny,Tahanks for watching everyone! thanks for the multi guys ^^
18-01-2019T00:01:13,DesertFox,I dont have to use any of the names people throw at me :/
18-01-2019T00:01:14,MarvTheHugPharaoh,"Nighty night Ron, thanks for the streamy"
18-01-2019T00:01:15,unsteddyphoenix,"Nothing wrong with either method, imo"
18-01-2019T00:01:17,Mihari,"There is a difference between asking people, and random people."
18-01-2019T00:01:22,FoxxTrotter,"G'night, Ron. Thanks for the stream."
18-01-2019T00:01:38,Mihari,But I digress.
18-01-2019T00:01:42,DesertFox,But if someone gives me an idea I wouldnt have thought of on my own then that's :thumbsup:
18-01-2019T00:01:43,SageSaga,i just personally believe thought and effort should be put into naming your characters
18-01-2019T00:01:44,unsteddyphoenix,I guess? I wouldnt call it much of a difference. Either way youre defering to others
18-01-2019T00:02:14,superwolfart,thanks for the stream cant to reed your gus up dat you 4 night
18-01-2019T00:02:44,Ordithus,Night Ron!
18-01-2019T00:02:55,superwolfart,what to red you guys up dats to your comics night
18-01-2019T00:03:25,superwolfart,wait
18-01-2019T00:03:32,Ordithus,:ctwokinds-floraquestion:
18-01-2019T00:03:42,MarvTheHugPharaoh,:ptv-wondering:
18-01-2019T00:03:42,superwolfart,^^
18-01-2019T00:03:52,superwolfart,night
18-01-2019T00:04:05,DesertFox,"I do like the ring of Vivian, Mihari"
18-01-2019T00:04:34,w0lfmare,I think it's fine to ask for ideas
18-01-2019T00:04:50,Mihari,"Well there ya go, cause you made that up yourself :3"
18-01-2019T00:05:04,Mihari,grats :D
18-01-2019T00:05:07,w0lfmare,"But letting people name anything without someone to say ""that's a dumb idea"" is a dumb idea"
18-01-2019T00:05:53,unsteddyphoenix,lol
18-01-2019T00:06:06,unsteddyphoenix,"You need a ""no-man"" more than a yesman"
18-01-2019T00:06:12,w0lfmare,"Besides, it's a fun little audience interaction thing"
18-01-2019T00:06:17,superwolfart,thoer words i going to read more of there comic that they make cos all four artst awesome comics
